L,M256,Q,ROUTE_E_GATE_MET,arm,axis,coast_survival,dose,first_failure_time,first_failure_type,flux_deficit,initial_residual_1536,initial_residual_2048,mass_ratio_2048,realized_removal,seed,survival_1536,survival_2048,t0_sha256,t256_sha256,t256_status,total_system_balance_error,tracked_area_2048,tracked_mass_2048,unique_initial_egress
24,163.19342912982816,114.2354003908797,False,ABLATION_0.70,+y,True,0.7,,NONE,48.8887586982052,0.4208934176435236,0.4041325494986574,0.4745050058758679,65.34664169267458,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,2.842170943040401e-14,111,77.43609904815214,63.400242573541746
24,163.19342912982816,163.19342912982816,False,ABLATION_1.00,+y,True,1.0,,NONE,94.85419278482327,0.41452528122932897,0.39828257981909876,0.46627058558095313,68.33923634500488,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,5.684341886080802e-14,109,76.09229576332875,66.46027360288502
24,163.19342912982816,228.4708007817594,False,ABLATION_1.40,+y,True,1.4,,NONE,159.3646841459147,0.411875730817444,0.39408434770207973,0.46143151728991505,69.1061166358447,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,0.0,108,75.30259161512083,67.52781975724116
24,163.19342912982816,326.3868582596563,False,ABLATION_2.00,+y,True,2.0,,NONE,256.5309215363852,0.4099801439644986,0.3923252967332914,0.459968029889812,69.85593672327124,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,2.842170943040401e-14,108,75.06376008780971,68.73833697739636
24,161.90983526526227,0.0,False,SHAM,-y,True,0.0,,NONE,0.0,0.8796904715210278,0.8597541745036853,0.9853683686081713,0.0,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,5.684341886080802e-14,217,159.54083023694926,0.0
24,161.90983526526227,24.28647528978934,False,ABLATION_0.15,-y,True,0.15,,NONE,0.0,0.6693968400534392,0.6736428675212393,0.7597495249910412,24.286475289789305,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,0.0,171,123.01092043416075,22.126872385489
24,161.90983526526227,48.57295057957868,False,ABLATION_0.30,-y,True,0.3,,NONE,0.0,0.530721944984929,0.5053891343277662,0.5785882884632257,48.57295057957861,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,1.1368683772161603e-13,131,93.67913447149093,45.65003211243984
24,161.90983526526227,80.95491763263114,False,ABLATION_0.50,-y,True,0.5,,NONE,27.31050440907912,0.4560944851292879,0.4529513107150283,0.521021749403852,53.644413223552014,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,0.0,121,84.35854561559646,51.37611611408711
24,161.90983526526227,113.33688468568359,False,ABLATION_0.70,-y,True,0.7,,NONE,52.735859296042,0.4473111309841247,0.4304780753423621,0.49855218290261183,60.60102538964164,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,8.526512829121202e-14,115,80.72050180489879,58.67135431917333
24,161.90983526526227,161.90983526526227,False,ABLATION_1.00,-y,True,1.0,,NONE,98.13771842135004,0.4432123854143931,0.4247247057864594,0.4921270722168599,63.772116843912215,970007,True,True,14c0d22b9d9ae9d9fd6fa3c804d6256790bb564bf0d3f1e32f706a572da228e3,e562a2eb0e2f36681f51320ae62bda4888c2f14d083b0d92c4c6fbd75ccb9829,T256_VALID_TRACK,0.0,114,79.68021319220762,61.919175136276785
