law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
20,OFF,7001,368,269.73133364282234,199.04269915623777,202.30798263918592,126.72964540428018,150.60302968041907,0.7329655805511477,0.5408768998810809,0.45912310011891877,16,0,False,127,6,2.52755905511811,43,118,127,5,6,0
20,OFF,7002,367,275.37035361457816,182.88835055361326,210.4608940850005,110.32109410896028,141.8423061551353,0.7503279390043002,0.498333380255077,0.5016666197449224,28,0,False,164,6,2.317073170731707,15,143,164,13,6,1
20,OFF,7003,345,261.18336668169195,189.14968763962554,201.2652619271569,127.65200517385213,149.11086381824995,0.7570532367585274,0.5482599641728276,0.4517400358271724,14,0,False,164,4,2.2865853658536586,30,149,164,10,1,1
20,ON,7001,1068,847.5971735460902,902.3510995405561,682.3672942311758,838.1224068670795,734.5398497094039,0.7936303123090732,0.8448980332776742,0.1551019667223258,14,0,False,218,21,3.4357798165137616,48,191,218,5,4,0
20,ON,7002,580,448.29758339654023,427.9639027639029,350.77551706841797,370.02961788222575,339.5603605260916,0.7729268679250694,0.7378687978687981,0.26213120213120217,15,0,False,272,10,2.375,22,248,272,6,4,1
20,ON,7003,454,332.299436788059,278.8632006065832,246.46915359159058,210.9290396107779,209.23767065709407,0.7319370854362532,0.6142361246841039,0.38576387531589656,13,0,False,300,4,2.09,12,270,300,9,7,2
21,OFF,7001,442,351.7077597062733,362.1939925265414,283.79814871911196,313.16339369688205,292.76970286787076,0.7957189133626092,0.8194434220057498,0.18055657799425134,4,0,False,69,6,3.7246376811594204,61,66,69,0,3,0
21,OFF,7002,461,351.54372176402825,352.847605247722,272.82164646560204,292.57857363058025,273.8165324918951,0.7625677261692587,0.7653961068280304,0.23460389317197083,6,0,False,59,7,4.220338983050848,61,56,59,2,4,0
21,OFF,7003,363,280.26852226769944,300.34527012439713,220.56354844551842,263.72664589359096,236.81870210436222,0.7720895930239654,0.8273974383592207,0.17260256164077917,1,0,False,77,4,3.103896103896104,50,68,77,0,4,0
21,ON,7001,379,289.4067642558948,291.1394047029216,225.45786688953757,239.94534165981463,228.1330565490777,0.7636062381422026,0.7681778488203735,0.2318221511796266,4,0,False,96,7,3.1458333333333335,26,90,96,1,3,0
21,ON,7002,404,293.82242438910714,260.1383450195291,218.81044424388128,194.63388791410904,196.5297545521193,0.7272832286859088,0.6439067946027948,0.35609320539720496,3,0,False,145,10,2.56551724137931,14,133,145,4,6,0
21,ON,7003,422,301.6387413003756,296.20168038361504,221.75481535496863,230.73176425109997,217.6879087062521,0.7147837471572882,0.7018997165488509,0.298100283451149,3,0,False,115,9,2.860869565217391,29,112,115,5,5,0
22,OFF,7001,321,216.89913754528266,164.2038552008509,152.23042532380632,108.98374337085212,117.3780314777745,0.6756982478046188,0.511538489722277,0.48846151027772294,8,0,False,197,6,2.0913705583756346,14,185,197,7,6,4
22,OFF,7002,296,204.74118285450888,165.1175268723529,145.73653493300964,111.63152630193214,119.70154441901344,0.6916931853192867,0.5578294826768679,0.44217051732313256,5,0,False,194,7,1.9690721649484537,13,182,194,5,5,0
22,OFF,7003,348,243.94945380166635,189.12828514204452,175.4408480996317,126.60904273023174,137.15384476687876,0.7010041775909953,0.5434720837415072,0.45652791625849276,11,0,False,199,6,2.1055276381909547,25,193,199,14,8,0
22,ON,7001,321,221.23268639752112,174.95006736436588,157.92628078882072,124.63068807340869,130.44522695583257,0.6891983999922776,0.5450157861818251,0.454984213818175,4,0,False,208,3,2.1153846153846154,8,202,208,8,4,1
22,ON,7002,358,247.24102077886738,183.44390393240766,175.81425476604784,124.41275536205723,135.1300630627827,0.6906173764772832,0.5124131394759991,0.487586860524001,1,0,False,204,4,2.235294117647059,14,189,204,10,7,3
22,ON,7003,360,246.23134342717702,185.5839905072065,173.7467262896056,124.32439749049342,135.52379444551053,0.6839759539643806,0.5155110847422403,0.48448891525775967,1,0,False,173,8,2.3641618497109826,14,158,173,2,5,0
23,OFF,7001,397,280.2327133666622,220.73445529861954,203.84134112843603,145.08685510039604,160.52911281232494,0.7058758523089729,0.5560061846312835,0.44399381536871674,9,0,False,154,7,2.448051948051948,24,145,154,9,5,0
23,OFF,7002,463,353.69474562107575,308.5898162561686,274.90712407113955,236.34248770967204,243.1452317298834,0.7639195369785653,0.6665006830586795,0.3334993169413207,17,0,False,111,9,3.045045045045045,42,102,111,4,5,0
23,OFF,7003,393,295.93841380579096,268.0011844840351,226.3890547549938,201.91461328066146,205.3846696577696,0.7530239537043026,0.6819368561934736,0.3180631438065264,6,0,False,140,6,2.4285714285714284,36,131,140,0,7,1
23,ON,7001,426,306.57254018998947,254.9322849343529,227.1075324977006,181.19779150540708,193.0804578778505,0.7196538502112428,0.5984325937426125,0.40156740625738807,7,0,False,163,7,2.5950920245398774,17,148,163,4,10,1
23,ON,7002,509,384.2127676699472,365.12633862023756,295.53781721930756,291.77560354825465,283.080864822233,0.7548384433594247,0.7173405473875001,0.2826594526125003,10,0,False,132,14,3.015151515151515,45,117,132,2,4,0
23,ON,7003,480,352.4219894219393,322.1127396468611,265.64363780293564,249.66177940140383,246.90724438898138,0.7342124779623735,0.6710682075976273,0.3289317924023725,4,0,False,167,8,2.7365269461077846,22,158,167,9,10,1
24,OFF,7001,374,274.05457800028705,157.97757609257073,204.5198668865666,86.86964666175069,120.23670626291639,0.7327662513376659,0.4223999360763923,0.5776000639236077,33,0,False,253,7,1.9881422924901186,18,238,253,10,12,1
24,OFF,7002,305,219.16921732805426,133.07500700818704,161.58784164267695,75.9294523018388,100.48171850354734,0.7185875977968992,0.4363114983874985,0.5636885016125016,17,0,False,225,3,1.9822222222222223,11,207,225,4,5,4
24,OFF,7003,333,242.91695547043952,156.61622972462226,180.84120849228546,89.92758968853947,118.43230047224887,0.7294803467580766,0.4703190081820488,0.5296809918179516,22,0,False,226,4,2.02212389380531,10,208,226,6,9,0
24,ON,7001,474,344.3586413606008,245.77665725295165,256.0752771657969,166.4167294801787,188.42741901402297,0.7264950239675123,0.5185161545420921,0.4814838454579085,16,0,False,210,9,2.4095238095238094,16,192,210,15,8,3
24,ON,7002,579,427.7037497260655,322.0288731607916,323.948646892965,231.06278369347473,251.80503914530775,0.738693868266089,0.5561811280842687,0.44381887191573166,12,0,False,205,13,2.6439024390243904,18,193,205,14,13,5
24,ON,7003,583,430.5911367015827,348.1688677701289,326.3958334859465,256.6491453173793,271.03990218568975,0.7385782790764711,0.5972021745628283,0.4027978254371723,14,0,False,208,13,2.6153846153846154,16,190,208,10,13,4
25,OFF,7001,1082,1004.5618809441295,1018.2230083169321,941.1230839993553,984.8769903580649,957.1289316855397,0.9284305738855171,0.941056384766111,0.05894361523388866,11,0,False,41,16,11.024390243902438,59,26,41,2,6,0
25,OFF,7002,1393,1282.528477543227,1285.9138819513814,1190.6273768093351,1230.1813293046084,1201.441967907615,0.9206952459032498,0.9231255433965408,0.07687445660345876,13,0,False,58,22,10.310344827586206,57,37,58,7,5,6
25,OFF,7003,942,871.007590086259,857.8306215047344,813.6573348282831,821.0356804266377,809.3040073120612,0.924636507522568,0.9106482181578921,0.08935178184210746,9,0,False,51,14,8.254901960784315,61,39,51,9,4,0
25,ON,7001,820,704.812389201526,700.3703559670763,614.6648335824725,636.0193486094369,617.1314763063596,0.8595273039043,0.8541101902037516,0.14588980979624847,2,0,False,62,13,6.564516129032258,51,50,62,4,5,0
25,ON,7002,1042,855.0567752702191,789.6888055700742,714.6889380234594,689.6036657609466,675.2821672123367,0.8205919148466594,0.757858738550935,0.24214126144906437,24,0,False,94,24,6.031914893617022,34,73,94,24,11,3
25,ON,7003,1155,985.9110549440392,964.6843945795986,853.9582221046389,885.3808116958238,848.9802330552735,0.853602644973194,0.8352245840516005,0.16477541594839867,7,0,False,73,21,7.63013698630137,52,55,73,16,14,3
26,OFF,7001,427,341.85393654560033,296.9589011150657,277.87152413972854,224.4149922101231,243.49654704734775,0.8005946991700242,0.6954541009720508,0.3045458990279501,17,0,False,63,8,4.190476190476191,34,60,63,2,1,0
26,OFF,7002,638,520.3122300589766,412.2327252519319,428.53782681599995,301.8745952701516,342.8784527968741,0.8155364107507471,0.6461327982005203,0.35386720179947945,52,0,False,89,13,4.235955056179775,36,80,89,12,11,0
26,OFF,7003,388,307.87529103934156,278.6450763715203,249.4345719466235,219.25109942517287,226.75054593385437,0.7934930181426328,0.7181574133286606,0.2818425866713393,14,0,False,91,7,3.2747252747252746,21,79,91,4,2,0
26,ON,7001,1140,967.9758860790862,963.368046839856,834.6947255027271,888.9171309543487,843.3056270072824,0.8491016544553388,0.8450596902104,0.1549403097895993,22,0,False,127,26,5.031496062992126,39,97,127,14,20,6
26,ON,7002,1368,1156.7229406784447,1150.93527227023,991.7134105042709,1055.8511355263124,1000.3278107538847,0.8455577051743017,0.8413269534139107,0.1586730465860886,24,0,False,100,26,6.89,61,70,100,15,11,2
26,ON,7003,799,633.9087950273126,589.9823174729096,512.9649807905218,493.2739387347722,487.11101366748244,0.7933777159290522,0.7384008979635914,0.26159910203640785,16,0,False,116,20,4.327586206896552,28,104,116,15,7,3
27,OFF,7001,432,333.6336966342968,320.5777226351204,265.0143947736924,263.0190174227849,255.22614858481714,0.7723002236905019,0.7420780616553713,0.2579219383446296,14,0,False,100,9,3.06,61,91,100,6,4,0
27,OFF,7002,440,336.6100273697637,304.3716609695376,262.86108320632223,235.03971379427028,239.65983318496808,0.7650227894767357,0.6917537749307672,0.30824622506923266,11,0,False,131,7,2.7099236641221376,54,122,131,6,6,1
27,OFF,7003,522,392.3461961227777,351.7271570694943,301.95158088255386,263.81693334320977,272.2922151998207,0.751621065369306,0.6738068143093761,0.32619318569062355,9,0,False,109,10,3.3211009174311927,32,100,109,5,9,0
27,ON,7001,540,414.90637675315185,421.82313714559285,327.23692287064057,359.59463310673476,336.51542164418515,0.7683451421354663,0.7811539576770238,0.21884604232297653,0,0,False,109,9,3.477064220183486,61,94,109,3,2,0
27,ON,7002,619,483.2758764522112,480.91055669676575,386.5213079677236,415.6835382634383,390.9791907599266,0.7807364724591457,0.7769152773776506,0.22308472262234866,0,0,False,113,11,3.584070796460177,61,95,113,7,4,1
27,ON,7003,755,596.4551935510148,613.7528984773174,480.58089246959133,539.7003304618565,498.43479469058866,0.7900068788755162,0.8129177463275727,0.18708225367242579,7,0,False,115,20,4.191304347826087,30,94,115,6,8,5
28,OFF,7001,374,277.5324242181673,208.34267449430178,211.31525218483253,139.64720935645335,162.1890002470752,0.7420653053961692,0.5570659745836946,0.44293402541630505,19,0,False,193,7,2.1709844559585494,28,172,193,7,2,0
28,OFF,7002,463,353.00713532809544,311.68396468750177,274.08363077388424,237.92603729810543,244.32828235551267,0.7624344175552817,0.6731835090442803,0.32681649095571985,8,0,False,155,7,2.541935483870968,42,143,155,7,4,1
28,OFF,7003,482,360.44030737802774,223.9586751106729,275.1118381538963,139.120071827682,176.03622617101703,0.7478014675892691,0.46464455417152056,0.5353554458284803,31,0,False,208,8,2.3990384615384617,20,196,208,12,16,0
28,ON,7001,813,624.0782589459156,566.7583488027773,492.8623337615879,470.08331087434004,462.20932618308575,0.7676239347428236,0.6971197402248183,0.3028802597751814,6,0,False,171,20,3.461988304093567,26,150,171,13,13,3
28,ON,7002,637,470.35544725965207,411.8865818399516,357.2184078276201,324.63461692444696,323.215711489437,0.7383915969539279,0.6466037391522003,0.3533962608477997,12,0,False,168,11,3.005952380952381,28,144,168,12,18,1
28,ON,7003,973,743.8080720317673,661.9353519736204,585.1384021946649,549.0766467110994,538.5927398417494,0.7644481726945194,0.6803035477632275,0.3196964522367716,20,2,True,152,27,4.197368421052632,23,134,152,19,14,6
29,OFF,7001,667,553.0330344404186,586.4253120758743,466.66115903050365,539.9021497862866,495.1966249594925,0.8291349841685437,0.8791983689293468,0.120801631070653,2,0,False,39,10,7.769230769230769,61,33,39,2,9,0
29,OFF,7002,871,731.55101599732,744.141281913726,627.0908642049727,680.4949810790633,642.969191604026,0.8398978369659241,0.85435279209383,0.14564720790617014,3,0,False,74,18,5.945945945945946,58,62,74,3,11,0
29,OFF,7003,872,751.2505335765495,758.7185831360504,656.8815123101023,700.4774855177468,667.9290341382516,0.8615258412575109,0.8700901182752871,0.12990988172471257,15,3,True,50,12,8.0,57,38,50,1,5,0
29,ON,7001,488,386.49842115006305,402.0186725591564,313.0716989594115,353.6934720200384,328.31546009399733,0.7920049613730801,0.823808755244173,0.1761912447558269,0,0,False,87,11,3.7586206896551726,38,81,87,2,3,0
29,ON,7002,583,443.03199413071013,445.3232748110583,345.93531494876305,378.9039825763601,352.96247254853057,0.7599176571710294,0.7638478127119354,0.23615218728806428,2,0,False,115,14,3.7130434782608694,21,103,115,3,11,1
29,ON,7003,570,459.1623043658861,493.62132753498946,376.9916014177991,451.1131406472722,407.00730975050766,0.8055479023962914,0.8660023290087534,0.13399767099124696,0,0,False,86,12,4.22093023255814,44,83,86,3,5,0
30,OFF,7001,1110,995.7949614191616,1056.5380871664563,904.0326417596128,1022.0274676073848,955.6884330952869,0.8971125778551006,0.951836114564375,0.04816388543562456,0,0,False,32,16,14.09375,61,20,32,2,6,0
30,OFF,7002,799,694.1883210886076,746.2730315611226,613.7286054582603,709.7312618854684,656.5369174643184,0.868821428145942,0.9340088004519682,0.06599119954803238,1,0,False,47,13,7.76595744680851,61,35,47,0,4,0
30,OFF,7003,790,661.6592277102367,696.917655117729,565.4256654778743,645.7339469259948,596.053652368343,0.8375433262154894,0.8821742469844671,0.11782575301553169,9,0,False,40,13,8.775,61,34,40,0,8,2
30,ON,7001,674,573.7577825700773,622.2932560862239,493.9730938983026,589.9472157099633,535.7707483347208,0.8512726744363165,0.9232837627392045,0.0767162372607946,1,0,False,51,13,6.529411764705882,35,42,51,0,6,0
30,ON,7002,506,407.60880850109277,453.44209631933296,333.9264881120454,421.5035147062759,371.740739251442,0.8055510049428711,0.8961306251370217,0.10386937486297713,0,0,False,60,10,4.866666666666666,31,51,60,1,3,0
30,ON,7003,483,382.1811612583386,410.2585454784265,307.38475389105497,369.6583497472791,331.6592157755537,0.7912653442201627,0.8493965744894959,0.1506034255105044,1,0,False,58,10,4.689655172413793,61,52,58,3,5,0
31,OFF,7001,806,654.9005337095534,700.564423368956,545.2178749178071,659.0572913072814,585.9110958606578,0.8125316795403889,0.8691866294900199,0.1308133705099804,3,0,False,88,16,4.8977272727272725,36,82,88,2,9,6
31,OFF,7002,464,347.4048904086462,398.25728929001497,272.24269674587697,362.72157575933676,306.526565964715,0.7487174362255307,0.8583131234698599,0.14168687653014064,3,0,False,98,7,3.122448979591837,61,92,98,4,3,0
31,OFF,7003,483,413.9145140374933,450.2411236922934,361.88479095334634,434.94031900825263,391.8556264029409,0.8569658675724499,0.9321762395285578,0.06782376047144248,0,0,False,44,10,5.454545454545454,48,38,44,0,2,0
31,ON,7001,539,425.74714042445163,448.3957830582556,345.7451301040566,404.24890364906827,367.6780356946252,0.7898833774108565,0.8319031225570604,0.1680968774429403,0,0,False,54,11,5.555555555555555,50,48,54,5,7,1
31,ON,7002,563,437.64666107756483,472.2202561676013,347.99629446756563,426.1095954345041,376.99462367013825,0.7773475329974509,0.838757115750624,0.1612428842493765,1,0,False,79,10,4.227848101265823,59,73,79,6,2,0
31,ON,7003,478,377.01229998964106,404.1847113138889,303.1876272280102,364.4492941854325,327.415260048058,0.7887286610661947,0.8455747098616923,0.1544252901383081,1,0,False,53,11,5.188679245283019,47,47,53,4,6,0
32,OFF,7001,821,710.3227201463515,761.1286195285312,623.828622830886,728.0422151703141,666.936496317443,0.865192107364618,0.9270750542369443,0.07292494576305589,10,0,False,41,9,8.634146341463415,61,32,41,1,4,1
32,OFF,7002,921,839.2463144535876,877.8105375397084,774.1223921152985,851.0982494220449,807.136754566261,0.9112337833372287,0.9531059039519093,0.04689409604809013,5,0,False,40,12,9.65,60,28,40,1,4,0
32,OFF,7003,1383,1274.3420919486286,1312.5303518767405,1187.6864339256022,1273.8631614150079,1224.5748728596725,0.9214331828985023,0.9490458075753727,0.050954192424628106,5,1,True,36,19,15.36111111111111,61,18,36,3,0,0
32,ON,7001,1029,922.964324553307,974.761365310366,839.4978211439491,945.1538150147921,885.8234152083064,0.896952696358899,0.9472899565698407,0.05271004343015938,1,0,False,53,15,8.566037735849056,60,38,53,3,2,1
32,ON,7002,687,553.495203581685,600.8874626097162,460.22127173194167,556.69957850802,499.6107615085814,0.8056698742091485,0.8746542396065737,0.12534576039342657,1,0,False,51,14,6.549019607843137,61,42,51,0,6,1
32,ON,7003,547,451.3743248274124,475.09967237717785,380.3695023200343,443.2234648752731,404.6396020856925,0.825181581037317,0.8685551597388992,0.1314448402611007,0,0,False,57,13,5.333333333333333,30,48,57,0,4,0
33,OFF,7001,490,359.88388215383105,388.0539876884051,276.6952338420207,342.6566832952248,296.3330276343569,0.7344569023547572,0.7919469136498063,0.2080530863501946,1,0,False,99,10,3.303030303030303,45,90,99,2,3,3
33,OFF,7002,514,381.4992604628848,402.28652795692796,296.2112408317351,352.40485562586804,313.59498025726396,0.742216460044523,0.7826586147021944,0.21734138529780603,0,0,False,114,9,3.017543859649123,61,105,114,1,10,0
33,OFF,7003,816,647.573569638786,703.2474579117694,530.8936476762277,639.5386256937603,571.2472489607931,0.7935950608318456,0.8618228650879527,0.13817713491204783,3,0,False,86,17,4.976744186046512,59,77,86,3,4,3
33,ON,7001,504,353.34315606362765,361.32930786308356,258.6334186497472,300.8499847139452,268.99511595354704,0.7010776906024359,0.7169232298870706,0.28307677011292887,2,0,False,141,11,3.0567375886524824,17,132,141,8,7,3
33,ON,7002,734,563.4526919366547,597.4011240659579,446.8427928851929,527.437830925246,477.4114607335116,0.7676467192597475,0.8138979891906784,0.18610201080932198,1,0,False,113,15,4.008849557522124,51,98,113,5,4,2
33,ON,7003,521,365.4041005463539,397.9788207507599,269.3836032328758,341.072017910209,296.2286687057063,0.7013514405880114,0.7638748958747791,0.23612510412522159,1,0,False,130,12,3.0615384615384613,44,115,130,3,4,1
34,OFF,7001,548,465.324403742944,486.2302088936474,402.6618606963664,457.49703979317457,422.1421002229103,0.849132123618511,0.8872814030905974,0.11271859690940247,7,0,False,41,7,6.317073170731708,61,35,41,2,3,0
34,OFF,7002,310,258.8742295665746,255.63201481353187,221.36451736988388,229.62464840133993,220.0109759578532,0.8350781598921763,0.8246194026242963,0.17538059737570375,3,0,False,60,5,3.3666666666666667,50,57,60,1,9,1
34,OFF,7003,387,314.0877024212142,291.5121136012367,260.5586809463858,252.73599352449423,246.09202577471183,0.8115961302873752,0.753261275455392,0.2467387245446082,15,0,False,108,5,2.7314814814814814,61,105,108,3,5,0
34,ON,7001,1367,1196.9729988498557,1292.675096366508,1061.788382136843,1251.6783490241128,1145.5482154418416,0.8756203356619281,0.9456291853449217,0.05437081465507819,0,0,False,70,23,8.9,52,43,70,4,3,0
34,ON,7002,1409,1166.667313752777,1232.8494913481056,981.0666259291561,1142.8122752820148,1042.9357133735202,0.8280108685257467,0.8749818959177471,0.12501810408225142,13,0,False,102,26,6.6568627450980395,52,72,102,12,8,3
34,ON,7003,1665,1416.496988975753,1493.5008355296814,1223.556271317757,1418.5760288268077,1297.24473035295,0.8507489423277796,0.8969974988166254,0.10300250118337498,17,0,False,89,25,8.561797752808989,61,65,89,16,15,6
35,OFF,7001,866,770.2985737007267,801.3654602157227,694.5189503423819,759.6341682646901,721.3667990623265,0.889490269862271,0.9253642727664234,0.07463572723357599,8,0,False,30,12,11.8,61,21,30,1,4,0
35,OFF,7002,806,704.3619246925631,717.7900205687508,623.0150429026423,660.8968020013667,635.4537991554787,0.8738981695937508,0.8905583381746288,0.10944166182537113,11,0,False,33,10,10.424242424242424,60,24,33,0,7,0
35,OFF,7003,931,823.5908634370195,841.0675849215826,737.0841483965903,786.1509864477438,753.4127038722114,0.8846303581493228,0.9034023468545462,0.09659765314545171,7,0,False,30,12,12.6,61,21,30,0,5,0
35,ON,7001,374,291.98718564818125,320.48722513589706,234.20891706756257,289.6882843176902,257.7473164470564,0.7807144001288269,0.8569177142671044,0.1430822857328946,1,0,False,80,9,3.3625,21,71,80,0,5,0
35,ON,7002,535,433.83563330500084,478.9518433519216,357.8812177703188,444.62333940950293,394.74841906824435,0.8109077258037399,0.8952370903774235,0.10476290962257714,0,0,False,70,12,4.514285714285714,43,61,70,0,0,0
35,ON,7003,621,505.6341294882083,554.9682837720552,418.92539094950985,518.9411038301167,461.26777674207426,0.8142256513497719,0.893668733932456,0.10633126606754446,1,0,False,92,14,4.173913043478261,30,77,92,0,3,0
36,OFF,7001,277,206.2638901377936,196.07211522741386,160.57073083323948,152.21340580992003,150.52497509767238,0.7446349824469083,0.7078415712181005,0.2921584287818989,7,0,False,147,6,2.129251700680272,17,132,147,2,4,0
36,OFF,7002,306,216.8430376522046,188.92266918233992,160.6292999253558,137.78576911527773,141.07210186062474,0.708637377948381,0.617394343733137,0.3826056562668634,6,0,False,144,7,2.2708333333333335,15,135,144,3,1,0
36,OFF,7003,427,320.6832936816942,303.973267446527,250.22785188734588,239.99997285970665,236.37215258595194,0.7510147393013915,0.7118811883993607,0.2881188116006392,8,1,True,119,8,2.7983193277310923,30,110,119,7,7,1
36,ON,7001,450,339.42205866104194,356.31774708046476,264.78311077488075,305.9042753904384,279.4351338593687,0.7542712414689821,0.7918172157343661,0.2081827842656335,4,0,False,95,11,3.4,25,89,95,5,5,0
36,ON,7002,350,268.5145400336634,287.37023235309175,211.91205414882205,251.4882864717942,226.2991890574837,0.7671844000961812,0.8210578067231193,0.17894219327688046,0,0,False,119,6,2.680672268907563,24,110,119,1,4,0
36,ON,7003,536,404.51517018311927,418.2471065967721,315.9662051397509,366.63817306457224,331.324548098793,0.754692481684924,0.7803117660387539,0.2196882339612463,0,0,False,108,13,3.5185185185185186,24,93,108,4,6,0
37,OFF,7001,460,323.4607644952826,175.39685397006755,232.01495337738208,93.013132302323,129.21362588778695,0.7031755749897448,0.38129750863058165,0.6187024913694185,24,0,False,210,6,2.447619047619048,14,192,210,11,12,2
37,OFF,7002,330,231.7150753133801,147.97868789094917,166.67477029766414,90.37596411910152,109.7275450942857,0.7021668948890306,0.4484202663362096,0.5515797336637904,7,0,False,230,2,2.0478260869565217,15,212,230,4,5,2
37,OFF,7003,314,216.42264200297896,135.77045434247927,152.84800620966735,80.39029491627775,98.9235875973047,0.6892440828120349,0.43238998198241807,0.5676100180175818,7,0,False,227,5,1.9647577092511013,13,206,227,10,8,2
37,ON,7001,884,652.8605847884867,613.2362671834242,494.52716574615323,499.0807258446898,474.9983682867534,0.7385300732901433,0.6937061845966337,0.30629381540336564,12,0,False,131,24,4.267175572519084,21,110,131,13,19,5
37,ON,7002,639,455.51743724755386,434.6645862333707,335.1670587702518,349.27119139447626,326.7516991754234,0.7128598391980498,0.6802262695357914,0.3197737304642091,4,0,False,143,15,3.3776223776223775,21,128,143,1,15,4
37,ON,7003,370,261.7933581956019,262.3473674715905,190.61954826299325,212.24321700860554,193.3239566031339,0.70754961674487,0.7090469391124067,0.29095306088759276,3,0,False,149,9,2.476510067114094,18,137,149,10,9,0
38,OFF,7001,348,289.02564111666237,260.8636769123327,244.78927892990436,219.12247450099355,225.01574042445975,0.830533451484662,0.7496082669894618,0.25039173301053874,10,0,False,72,7,3.361111111111111,34,63,72,1,3,0
38,OFF,7002,742,615.5089190500688,542.1967552377939,520.1074174855646,452.49862675994495,466.7874491847375,0.8295268450809553,0.7307233898083476,0.2692766101916527,53,0,False,102,15,4.519607843137255,30,87,102,9,15,2
38,OFF,7003,596,479.81373929365594,367.0454694772742,392.58609294816813,276.1922913744083,307.20734633920864,0.805056609553114,0.6158481031497889,0.3841518968502113,68,0,False,113,11,3.5398230088495577,45,95,113,14,14,6
38,ON,7001,1476,1214.9188260179437,1231.2489534023923,1021.1451738982522,1137.631654302359,1050.517864737386,0.8231157357845147,0.834179507725198,0.16582049227480208,6,0,False,109,32,6.7889908256880735,50,82,109,21,17,10
38,ON,7002,1515,1269.4825003249036,1315.842518847887,1085.9272855454813,1237.1650264267862,1137.8744166694935,0.8379422444388803,0.8685429167312786,0.13145708326872163,10,0,False,118,32,6.47457627118644,51,85,118,17,16,7
38,ON,7003,1499,1266.84075896303,1291.3732932919916,1090.5941699792422,1205.8233618187812,1121.6075768850455,0.8451239219233023,0.8614898554316155,0.13851014456838484,19,0,False,111,28,6.846846846846847,61,81,111,32,25,18
39,OFF,7001,1001,895.175377919152,883.0354226849926,814.0960205719979,818.2179689963789,807.6287263710857,0.8942810968223296,0.882153269415577,0.11784673058442341,9,0,False,62,17,7.338709677419355,57,44,62,6,6,0
39,OFF,7002,781,671.9959232862318,661.6461864465708,591.7390005355686,600.8669394011112,587.2457094713449,0.860430119444599,0.8471782156806285,0.15282178431937227,5,0,False,56,15,6.839285714285714,50,44,56,2,7,0
39,OFF,7003,947,857.6780157107307,859.0731422577907,788.2296611993698,808.509363053328,792.6029020020887,0.9056790028624401,0.9071522093535276,0.09284779064647197,2,0,False,42,16,9.738095238095237,61,27,42,1,2,0
39,ON,7001,505,389.20144721691395,398.74885908807994,311.52868844167256,358.5145319380238,325.44523143100986,0.7706959350829979,0.7896017011645148,0.21039829883548505,1,0,False,98,13,3.6530612244897958,22,92,98,0,7,2
39,ON,7002,708,597.607150760744,627.3136592050099,515.9590324652294,581.0252180057441,542.6491765812365,0.8440778965547232,0.8860362418149857,0.11396375818501489,1,0,False,64,15,5.78125,45,52,64,3,7,1
39,ON,7003,746,607.6501501946994,618.1576643382937,509.6552485645771,568.9117807281506,526.7503670797073,0.8145444372583103,0.8286295768609835,0.17137042313901785,2,0,False,101,19,4.5049504950495045,29,86,101,11,12,0
40,OFF,7001,1164,1056.6796505643122,1043.2901180991364,968.6668738404577,968.0046238344291,961.5343588156411,0.9078003870827425,0.8962973523188457,0.10370264768115539,8,1,True,34,17,13.823529411764707,61,19,34,2,3,0
40,OFF,7002,909,806.0090129291157,789.7254728312041,722.186224805714,705.9712195357912,710.7389469209121,0.8866985840804352,0.868784898604185,0.1312151013958162,1,0,False,35,15,10.942857142857143,51,23,35,0,0,0
40,OFF,7003,1031,928.1137199398805,938.7389396896701,843.8419819512984,874.483142640922,855.284902393506,0.900207293831116,0.910513035586489,0.08948696441351285,2,0,False,28,14,14.714285714285714,60,16,28,1,2,0
40,ON,7001,1339,1185.9750934973824,1238.116853641899,1063.7773612975236,1192.3313571467238,1111.9962548054068,0.8857170227762378,0.9246578443927551,0.07534215560724296,22,0,False,73,24,8.465753424657533,57,55,73,9,6,7
40,ON,7002,1042,861.4884890623363,882.2822773716742,728.5021180648027,810.0259494194523,755.0474158995122,0.8267643848966759,0.8467200358653304,0.15327996413467018,11,0,False,82,24,6.414634146341464,43,73,82,8,7,4
40,ON,7003,705,599.6863251352119,641.8383335813703,517.0790869839678,605.2109205844839,553.5364450578802,0.8506189009010098,0.9104089838033621,0.0895910161966379,4,0,False,70,11,5.3,55,61,70,4,6,1
41,OFF,7001,953,843.4965054719311,874.0352511437328,758.695698904641,828.8016969198438,785.064323160176,0.8850960183336107,0.9171408721340323,0.08285912786596737,6,0,False,39,12,10.35897435897436,61,33,39,3,8,0
41,OFF,7002,702,591.4825498587633,609.1504128498393,505.1119348897378,554.727465330363,522.0124471154351,0.8425677348415431,0.867735630840227,0.13226436915977305,9,1,True,48,12,6.979166666666667,50,45,48,1,3,0
41,OFF,7003,555,466.565163609485,496.81286396208907,397.23263012125443,458.5188191084781,422.6480854031841,0.8406579524495226,0.8951583134452056,0.10484168655479391,2,0,False,59,9,4.864406779661017,55,53,59,0,3,0
