DELIVERED_FRACTION,I0,M256,REPLACEMENT_EFFICIENCY,ambient_removed_total,arm,axis,block,bound_by,first_failure_time,first_failure_type,fresh_removed_total,incumbent_removed_over_M256,incumbent_removed_total,law,loss,max_global_balance_residual,max_identity_residual,merger,n_events,n_rejected,n_scheduled,planned_sink,quantum,realized_sink,realized_source,reject_causes,same_track_continuous,seed,size,split,terminal_A,terminal_F,terminal_F_over_T,terminal_I,terminal_I_over_I0,terminal_T,terminal_T_over_M256,terminal_area,terminal_boundary_site_turnover,terminal_incumbent_in_frozen_C256,terminal_jaccard_C256_Ct,terminal_mass_in_frozen_C256
,292.47336264616234,292.4733626461623,,0.0,SHAM,-x,LAW_16_L32_S950001,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,3.6559170330770288,0.0,0.0,{},True,950001,32,False,50.807157934860165,0.0,0.0,234.89846423748577,0.8031448132993522,285.70562217234607,0.9768603184488841,390,0.056910569105691054,229.18169891589542,0.9461538461538461,275.7588830185399
0.12607554164845683,292.47336264616234,292.4733626461623,0.8242973334260917,7.071406366497992,PARENT,-x,LAW_16_L32_S950001,"{""PLANNED"": 12, ""SOURCE"": 308, ""SINK"": 0, ""OTHER"": 0}",,NONE,18.843849734358166,0.4156949311642903,121.57969435258495,LAW_16,False,2.8421709430404007e-13,9.103828801926284e-15,False,320,0,320,1169.893450584643,3.6559170330770288,147.49495045344102,147.49495045344102,{},True,950001,32,False,45.911578460388945,103.75346225447272,0.3598655612401263,138.64668852349533,0.47404894336046494,288.31172923835715,0.9857708976634568,350,0.7615176151761518,137.7779662729399,0.438,226.74632703895807
1.0,292.47336264616234,292.4733626461623,0.026097362872098854,11.651335039574835,SRC_SINKSIDE,-x,LAW_16_L32_S950001,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,1127.7109816434752,0.10438945148839486,30.531133901599276,LAW_16,False,1.7053025658242404e-13,3.885780586188048e-15,False,320,0,320,1169.893450584643,3.6559170330770288,1169.893450584643,1169.893450584643,{},True,950001,32,False,43.55610280354704,26.9043953061022,0.09407980271857892,215.5136911281979,0.7368660488542639,285.974189237847,0.977778580074733,387,0.05962059620596206,211.02885985799975,0.9434447300771208,277.1273428603777
,293.4119394966929,293.4119394966925,,0.0,SHAM,+y,LAW_16_L32_S950002,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,3.6676492437086567,0.0,0.0,{},True,950002,32,False,53.952201482142755,0.0,0.0,237.46532267408242,0.8093239937046219,291.4175241562252,0.9932026783099268,398,0.07277628032345014,230.2502982734637,0.9321608040201005,278.554185586224
0.10133831186257566,293.4119394966929,293.4119394966925,0.9196753921466772,5.780537947101356,PARENT,+y,LAW_16_L32_S950002,"{""PLANNED"": 11, ""SOURCE"": 309, ""SINK"": 0, ""OTHER"": 0}",,NONE,3.77290804581596,0.3727934068067848,109.38203652275823,LAW_16,False,1.7053025658242404e-13,8.215650382226158e-15,False,320,0,320,1173.6477579867658,3.6676492437086567,118.9354825156756,118.9354825156756,{},True,950002,32,False,48.605106068405505,96.76421142529871,0.33583705623334503,142.75913536548651,0.48654848746226825,288.12845285919065,0.9819929391879384,349,0.7547169811320755,147.74781895558968,0.44,230.82072487725745
1.0,293.4119394966929,293.4119394966925,0.023431908798198224,11.71755010565026,SRC_SINKSIDE,+y,LAW_16_L32_S950002,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,1134.429400654764,0.09372763519279255,27.500807226355718,LAW_16,False,2.2737367544323206e-13,3.6637359812630166e-15,False,320,0,320,1173.6477579867658,3.6676492437086567,1173.6477579867658,1173.6477579867658,{},True,950002,32,False,47.987375242655894,25.758251250600203,0.08779199135513538,219.65529599411664,0.7486242597043069,293.40092248737307,0.9999624520756096,406,0.09433962264150944,212.96551494521464,0.9137931034482759,275.8887756154743
,294.3987311456302,294.3987311456302,,0.0,SHAM,-y,LAW_16_L32_S950003,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,3.6799841393203776,0.0,0.0,{},True,950003,32,False,53.957822446237415,0.0,0.0,238.70287452786224,0.8108148890417027,292.66069697409984,0.9940963258748876,399,0.08130081300813008,230.6396271664885,0.924812030075188,278.2148959473954
0.10046473487348126,294.3987311456302,294.3987311456302,0.9252842683038458,6.1654949323284765,PARENT,-y,LAW_16_L32_S950003,"{""PLANNED"": 11, ""SOURCE"": 309, ""SINK"": 0, ""OTHER"": 0}",,NONE,2.6738813466270925,0.371833754790995,109.46738560758433,LAW_16,False,1.1368683772161603e-13,8.215650382226158e-15,False,320,0,320,1177.5949245825182,3.6799841393203776,118.30676188653985,118.30676188653985,{},True,950003,32,False,51.27510397282702,98.33824505698495,0.3330076404761314,145.68992063806058,0.49487278722676337,295.3032696678724,1.0030724946358371,359,0.7750677506775068,149.2933445654275,0.4358974358974359,231.17053663306493
1.0,294.3987311456302,294.3987311456302,0.022808594352427415,13.091465795237378,SRC_SINKSIDE,-y,LAW_16_L32_S950003,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,1137.6441738410037,0.09123437740970945,26.859284946280013,LAW_16,False,1.7053025658242404e-13,3.6637359812630166e-15,False,320,0,320,1177.5949245825182,3.6799841393203776,1177.5949245825182,1177.5949245825182,{},True,950003,32,False,46.58325500924607,24.664455239873675,0.08399240408075943,222.40331105226582,0.7554492853511979,293.6510213013856,0.9974602137674473,401,0.0975609756097561,215.16478847710948,0.9106699751861043,277.7326684082207
,296.7434660939178,296.74346609391785,,0.0,SHAM,+x,LAW_16_L32_S950004,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,3.709293326173973,0.0,0.0,{},True,950004,32,False,51.36232878329663,0.0,0.0,238.9705361182648,0.8053101868218788,290.33286490156144,0.9783968244465828,394,0.05630026809651475,233.19611722937293,0.9467005076142132,280.2158364055883
