M256,PHI_per_step,block,bound_by,delivered_fraction,delivered_total,incumbent_removed,n_events,n_rejected,planned_total,quantum,size,spacing,track_alive_at_end,window
295.34188222609265,0.0410820191046975,LAW_16_L32_S950006,"{""PLANNED"": 14, ""SOURCE"": 50, ""SINK"": 0, ""OTHER"": 0}",0.35609568177504475,84.13597512642048,81.53675597348662,64,0,236.2735057808745,3.6917735278261583,32,32,True,2048
295.34188222609265,0.02884198068614186,LAW_16_L32_S950006,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,59.068376445218526,55.577684518167615,16,0,59.068376445218526,3.6917735278261583,32,128,True,2048
297.3075761749004,0.03687257119218491,LAW_16_L32_S950007,"{""PLANNED"": 9, ""SOURCE"": 1015, ""SINK"": 0, ""OTHER"": 0}",0.019843461329350675,75.51502580159469,73.9023767416618,1024,0,3805.5369750387054,3.7163447021862552,32,2,True,2048
297.3075761749004,0.03656604885077845,LAW_16_L32_S950007,"{""PLANNED"": 9, ""SOURCE"": 247, ""SINK"": 0, ""OTHER"": 0}",0.07871400912680135,74.88726804639427,73.07085829427412,256,0,951.3842437596777,3.7163447021862552,32,8,True,2048
297.3075761749004,0.03529360485021758,LAW_16_L32_S950007,"{""PLANNED"": 11, ""SOURCE"": 53, ""SINK"": 0, ""OTHER"": 0}",0.30389951571030516,72.28130273324561,69.97708802322444,64,0,237.84606093992065,3.7163447021862552,32,32,True,2048
297.3075761749004,0.028440459689760736,LAW_16_L32_S950007,"{""PLANNED"": 15, ""SOURCE"": 1, ""SINK"": 0, ""OTHER"": 0}",0.9795589838982934,58.24606144462999,54.34612862513206,16,0,59.461515234980084,3.7163447021862552,32,128,True,2048
295.5060712445269,0.04002834599822185,LAW_16_L32_S950008,"{""PLANNED"": 10, ""SOURCE"": 1014, ""SINK"": 0, ""OTHER"": 0}",0.021673109228323925,81.97805260435835,80.54654380245134,1024,0,3782.47771192994,3.693825890556586,32,2,True,2048
295.5060712445269,0.03967805707390134,LAW_16_L32_S950008,"{""PLANNED"": 10, ""SOURCE"": 246, ""SINK"": 0, ""OTHER"": 0}",0.08593378951691237,81.26066088734994,79.56919729609477,256,0,945.619427982485,3.693825890556586,32,8,True,2048
295.5060712445269,0.03817621545379863,LAW_16_L32_S950008,"{""PLANNED"": 12, ""SOURCE"": 52, ""SINK"": 0, ""OTHER"": 0}",0.3307245470461198,78.1848892493796,75.76566055380108,64,0,236.40485699562134,3.693825890556586,32,32,True,2048
295.5060712445269,0.028858014769973336,LAW_16_L32_S950008,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,59.10121424890539,55.95825203839665,16,0,59.10121424890539,3.693825890556586,32,128,True,2048
