law_index,seed,snapshot_cadence,tracks,mean_track_observations,median_track_observations,mean_lifetime_steps,median_lifetime_steps,complex_tracks,birth_events,disappearance_events,continuity_events,split_events,merge_events,ambiguity_events
32,2002,60,18,1.8888888888888888,1.0,53.333333333333336,0.0,4,18,17,16,0,2,0
32,2003,10,22,10.454545454545455,2.0,94.54545454545455,10.0,6,22,19,208,1,5,0
32,2003,30,18,4.444444444444445,1.5,103.33333333333333,15.0,5,18,15,62,0,3,0
32,2003,60,13,3.230769230769231,1.0,133.84615384615384,0.0,2,13,10,29,0,1,0
33,2001,10,33,9.06060606060606,3.0,80.60606060606061,20.0,14,33,31,266,2,4,3
33,2001,30,25,4.08,2.0,92.4,30.0,6,25,23,77,1,1,2
33,2001,60,23,2.3043478260869565,2.0,78.26086956521739,60.0,2,23,21,30,0,1,0
33,2002,10,49,3.4693877551020407,1.0,24.693877551020407,0.0,3,49,47,121,0,2,0
33,2002,30,27,2.074074074074074,1.0,32.22222222222222,0.0,2,27,25,29,0,1,0
33,2002,60,22,1.3636363636363635,1.0,21.818181818181817,0.0,0,22,20,8,0,0,0
33,2003,10,41,6.195121951219512,2.0,51.951219512195124,10.0,14,41,38,213,3,10,0
33,2003,30,35,2.4857142857142858,1.0,44.57142857142857,0.0,6,35,32,52,0,4,1
33,2003,60,23,1.7391304347826086,1.0,44.34782608695652,0.0,4,23,20,17,0,2,0
34,2001,10,28,5.071428571428571,2.0,40.714285714285715,10.0,5,28,27,114,2,2,0
34,2001,30,18,2.6666666666666665,1.0,50.0,0.0,2,18,17,30,0,1,0
34,2001,60,14,1.8571428571428572,1.0,51.42857142857143,0.0,0,14,13,12,0,0,0
34,2002,10,41,5.219512195121951,2.0,42.19512195121951,10.0,11,41,39,173,3,5,0
34,2002,30,22,3.1818181818181817,2.0,65.45454545454545,30.0,2,22,20,48,1,0,0
34,2002,60,28,1.3571428571428572,1.0,21.428571428571427,0.0,6,28,26,10,1,2,0
34,2003,10,52,3.980769230769231,2.0,29.807692307692307,10.0,8,52,51,155,2,4,4
34,2003,30,33,2.0303030303030303,1.0,30.90909090909091,0.0,6,33,32,34,0,4,2
34,2003,60,20,1.5,1.0,30.0,0.0,2,20,19,10,0,1,0
35,2001,10,10,24.0,5.0,230.0,40.0,7,10,8,230,1,4,0
35,2001,30,8,10.375,9.5,281.25,255.0,5,8,6,75,0,3,0
35,2001,60,8,5.5,5.0,270.0,240.0,4,8,6,36,0,2,0
35,2002,10,11,23.363636363636363,6.0,223.63636363636363,50.0,4,11,7,246,0,2,0
35,2002,30,7,12.714285714285714,14.0,351.42857142857144,390.0,2,7,3,82,0,1,0
35,2002,60,7,6.714285714285714,7.0,342.85714285714283,360.0,0,7,3,40,0,0,0
35,2003,10,7,35.0,41.0,340.0,400.0,5,7,4,238,1,3,0
35,2003,30,6,14.0,17.5,390.0,495.0,2,6,3,78,0,1,0
35,2003,60,6,7.333333333333333,8.5,380.0,450.0,0,6,3,38,0,0,0
36,2001,10,79,2.7721518987341773,2.0,17.72151898734177,10.0,12,79,76,140,1,6,0
36,2001,30,54,1.462962962962963,1.0,13.88888888888889,0.0,0,54,51,25,0,0,0
36,2001,60,33,1.3333333333333333,1.0,20.0,0.0,2,33,30,11,0,1,0
36,2002,10,82,2.9878048780487805,2.0,19.878048780487806,10.0,15,82,79,163,5,6,1
36,2002,30,40,2.025,1.5,30.75,15.0,4,40,37,41,1,0,1
36,2002,60,28,1.5,1.0,30.0,0.0,0,28,25,14,0,0,0
36,2003,10,89,2.4831460674157304,1.0,14.831460674157304,0.0,18,89,87,132,5,6,2
36,2003,30,49,1.653061224489796,1.0,19.591836734693878,0.0,6,49,47,32,0,2,1
36,2003,60,26,1.7692307692307692,1.0,46.15384615384615,0.0,2,26,24,20,0,1,0
37,2001,10,120,2.7666666666666666,2.0,17.666666666666668,10.0,29,120,117,212,8,10,0
37,2001,30,66,1.6818181818181819,1.0,20.454545454545453,0.0,5,66,63,45,1,2,0
37,2001,60,40,1.45,1.0,27.0,0.0,2,40,37,18,0,1,0
37,2002,10,118,2.5254237288135593,1.5,15.254237288135593,5.0,30,118,112,180,7,9,1
37,2002,30,67,1.6119402985074627,1.0,18.35820895522388,0.0,7,67,61,41,1,3,0
37,2002,60,40,1.375,1.0,22.5,0.0,0,40,34,15,0,0,0
37,2003,10,122,2.3278688524590163,2.0,13.278688524590164,10.0,25,122,116,162,6,9,2
37,2003,30,78,1.2820512820512822,1.0,8.461538461538462,0.0,2,78,72,22,1,0,0
37,2003,60,38,1.368421052631579,1.0,22.105263157894736,0.0,2,38,32,14,1,0,0
38,2001,10,37,5.864864864864865,2.0,48.648648648648646,10.0,13,37,36,180,3,5,4
38,2001,30,28,2.5714285714285716,1.0,47.142857142857146,0.0,6,28,27,44,1,2,1
38,2001,60,18,1.8888888888888888,1.0,53.333333333333336,0.0,4,18,17,16,2,1,0
38,2002,10,42,6.9523809523809526,4.5,59.523809523809526,35.0,17,42,38,250,3,7,1
38,2002,30,33,3.090909090909091,2.0,62.72727272727273,30.0,9,33,29,69,2,3,2
38,2002,60,22,2.5,2.0,90.0,60.0,4,22,18,33,1,0,1
38,2003,10,54,4.722222222222222,3.0,37.22222222222222,20.0,21,54,49,201,4,6,3
38,2003,30,39,2.2051282051282053,1.0,36.15384615384615,0.0,10,39,34,47,1,4,2
38,2003,60,23,1.9130434782608696,1.0,54.78260869565217,0.0,5,23,18,21,2,1,0
39,2001,10,32,8.1875,2.5,71.875,15.0,6,32,27,230,1,4,0
39,2001,30,28,3.25,2.0,67.5,30.0,5,28,23,63,1,2,0
39,2001,60,20,2.65,2.0,99.0,60.0,2,20,15,33,0,1,0
39,2002,10,33,9.0,5.0,80.0,40.0,13,33,28,264,4,5,0
39,2002,30,30,3.3666666666666667,2.0,71.0,30.0,5,30,25,71,0,3,0
39,2002,60,25,2.2,1.0,72.0,0.0,2,25,20,30,0,1,0
39,2003,10,52,5.461538461538462,3.0,44.61538461538461,20.0,11,52,47,232,1,4,1
39,2003,30,37,2.7027027027027026,1.0,51.08108108108108,0.0,4,37,32,63,1,1,0
39,2003,60,24,2.2083333333333335,1.5,72.5,30.0,2,24,19,29,1,0,0
40,2001,10,16,16.5625,3.0,155.625,20.0,4,16,12,249,0,2,0
40,2001,30,12,7.666666666666667,2.0,200.0,30.0,2,12,8,80,0,1,0
40,2001,60,9,5.111111111111111,2.0,246.66666666666666,60.0,0,9,5,37,0,0,0
40,2002,10,12,17.916666666666668,5.0,169.16666666666666,40.0,2,12,9,203,0,1,0
40,2002,30,12,6.25,2.0,157.5,30.0,0,12,9,63,0,0,0
40,2002,60,12,3.25,1.0,135.0,0.0,0,12,9,27,0,0,0
40,2003,10,11,19.0,4.0,180.0,30.0,8,11,8,198,1,4,0
40,2003,30,9,8.222222222222221,3.0,216.66666666666666,60.0,2,9,6,65,0,1,0
40,2003,60,9,4.333333333333333,1.0,200.0,0.0,2,9,6,30,0,1,0
41,2001,10,10,23.2,11.0,222.0,100.0,4,10,7,222,0,2,0
41,2001,30,11,7.2727272727272725,6.0,188.1818181818182,150.0,4,11,8,69,0,2,0
41,2001,60,8,5.25,5.0,255.0,240.0,0,8,5,34,0,0,0
41,2002,10,15,17.2,4.0,162.0,30.0,3,15,11,243,1,1,0
41,2002,30,11,8.090909090909092,2.0,212.72727272727272,30.0,0,11,7,78,0,0,0
41,2002,60,9,5.0,3.0,240.0,120.0,0,9,5,36,0,0,0
41,2003,10,15,15.466666666666667,6.0,144.66666666666666,50.0,6,15,13,217,1,3,0
41,2003,30,18,4.5,2.0,105.0,30.0,4,18,16,63,0,2,0
41,2003,60,17,2.4705882352941178,1.0,88.23529411764706,0.0,0,17,15,25,0,0,0
42,2001,10,12,27.083333333333332,9.5,260.8333333333333,85.0,7,12,9,313,1,5,0
42,2001,30,11,10.181818181818182,4.0,275.45454545454544,90.0,5,11,8,101,0,3,0
42,2001,60,11,5.181818181818182,4.0,250.9090909090909,180.0,0,11,8,46,0,0,0
42,2002,10,11,27.09090909090909,17.0,260.90909090909093,160.0,4,11,7,287,0,2,0
42,2002,30,7,14.571428571428571,18.0,407.14285714285717,510.0,2,7,3,95,0,1,0
42,2002,60,6,8.666666666666666,10.0,460.0,540.0,0,6,2,46,0,0,0
42,2003,10,9,37.111111111111114,56.0,361.1111111111111,550.0,4,9,4,325,1,2,0
42,2003,30,7,16.285714285714285,21.0,458.57142857142856,600.0,3,7,2,107,1,1,0
42,2003,60,6,10.0,11.0,540.0,600.0,0,6,1,54,0,0,0
43,2001,10,16,22.6875,4.5,216.875,35.0,10,16,11,347,3,6,1
43,2001,30,12,10.666666666666666,10.0,290.0,270.0,6,12,7,116,1,3,1
43,2001,60,14,4.785714285714286,2.0,227.14285714285714,60.0,0,14,9,53,0,0,0
43,2002,10,16,28.4375,26.0,274.375,250.0,10,16,10,439,3,6,2
43,2002,30,14,11.142857142857142,15.0,304.2857142857143,420.0,9,14,8,142,0,6,1
43,2002,60,13,6.153846153846154,8.0,309.2307692307692,420.0,6,13,7,67,0,2,1
43,2003,10,24,12.5,4.0,115.0,30.0,10,24,20,276,3,3,2
43,2003,30,18,5.722222222222222,2.0,141.66666666666666,30.0,5,18,14,85,1,3,1
43,2003,60,15,3.533333333333333,1.0,152.0,0.0,2,15,11,38,1,0,0
44,2001,10,16,12.5,2.0,115.0,10.0,8,16,13,184,3,3,0
44,2001,30,11,6.090909090909091,1.0,152.72727272727272,0.0,0,11,8,56,0,0,0
44,2001,60,9,4.0,1.0,180.0,0.0,0,9,6,27,0,0,0
44,2002,10,25,6.96,2.0,59.6,10.0,3,25,23,149,1,2,0
44,2002,30,8,7.25,3.5,187.5,75.0,2,8,6,50,0,1,0
44,2002,60,6,5.166666666666667,3.5,250.0,150.0,0,6,4,25,0,0,0
44,2003,10,17,17.88235294117647,4.0,168.8235294117647,30.0,4,17,12,287,0,2,0
44,2003,30,11,9.272727272727273,2.0,248.1818181818182,30.0,2,11,6,91,0,1,0
44,2003,60,9,5.888888888888889,8.0,293.3333333333333,420.0,0,9,4,44,0,0,0
45,2001,10,59,4.864406779661017,2.0,38.644067796610166,10.0,19,59,55,228,7,8,0
45,2001,30,38,2.6578947368421053,1.0,49.73684210526316,0.0,9,38,34,63,2,2,1
45,2001,60,27,2.185185185185185,2.0,71.11111111111111,60.0,4,27,23,32,1,0,1
45,2002,10,60,4.216666666666667,2.0,32.166666666666664,10.0,16,60,56,193,5,8,0
45,2002,30,37,2.2972972972972974,1.0,38.91891891891892,0.0,4,37,33,48,0,2,0
45,2002,60,23,1.8695652173913044,1.0,52.17391304347826,0.0,6,23,19,20,1,2,0
45,2003,10,69,4.2898550724637685,3.0,32.89855072463768,20.0,25,69,67,227,6,12,2
45,2003,30,52,2.0,1.0,30.0,0.0,7,52,50,52,1,3,0
45,2003,60,31,1.8064516129032258,1.0,48.38709677419355,0.0,6,31,29,25,2,1,1
46,2001,10,12,25.833333333333332,4.0,248.33333333333334,30.0,2,12,7,298,0,1,0
46,2001,30,9,11.88888888888889,19.0,326.6666666666667,540.0,2,9,4,98,0,1,0
46,2001,60,9,6.333333333333333,10.0,320.0,540.0,2,9,4,48,0,1,0
46,2002,10,13,20.0,2.0,190.0,10.0,2,13,9,247,0,1,0
46,2002,30,9,10.333333333333334,6.0,280.0,150.0,2,9,5,84,0,1,0
46,2002,60,9,5.555555555555555,3.0,273.3333333333333,120.0,2,9,5,41,0,1,0
46,2003,10,13,11.153846153846153,2.0,101.53846153846153,10.0,4,13,11,132,1,1,0
46,2003,30,8,6.375,2.5,161.25,45.0,2,8,6,43,0,1,0
46,2003,60,6,4.5,2.0,210.0,60.0,0,6,4,21,0,0,0
47,2001,10,14,23.714285714285715,4.0,227.14285714285714,30.0,7,14,9,318,3,4,1
47,2001,30,9,12.777777777777779,19.0,353.3333333333333,540.0,5,9,4,106,0,3,0
47,2001,60,9,6.666666666666667,10.0,340.0,540.0,3,9,4,51,0,1,1
47,2002,10,13,31.307692307692307,53.0,303.0769230769231,520.0,0,13,6,394,0,0,0
47,2002,30,10,13.9,18.5,387.0,525.0,0,10,3,129,0,0,0
47,2002,60,8,9.0,10.0,480.0,540.0,0,8,1,64,0,0,0
47,2003,10,11,17.727272727272727,2.0,167.27272727272728,10.0,3,11,8,184,0,2,0
47,2003,30,7,9.571428571428571,1.0,257.14285714285717,0.0,2,7,4,60,0,1,0
47,2003,60,5,7.0,11.0,360.0,600.0,0,5,2,30,0,0,0
48,2001,10,25,7.12,5.0,61.2,40.0,8,25,23,153,2,2,0
48,2001,30,17,3.588235294117647,2.0,77.6470588235294,30.0,0,17,15,44,0,0,0
48,2001,60,14,2.2142857142857144,1.5,72.85714285714286,30.0,0,14,12,17,0,0,0
48,2002,10,24,10.458333333333334,2.5,94.58333333333333,15.0,7,24,21,227,3,1,0
48,2002,30,21,4.190476190476191,1.0,95.71428571428571,0.0,3,21,18,67,2,0,0
48,2002,60,14,3.142857142857143,1.5,128.57142857142858,30.0,2,14,11,30,1,0,0
48,2003,10,36,8.583333333333334,4.0,75.83333333333333,30.0,13,36,31,273,4,5,0
48,2003,30,27,3.962962962962963,2.0,88.88888888888889,30.0,8,27,22,80,3,3,0
48,2003,60,20,2.75,1.5,105.0,30.0,0,20,15,35,0,0,0
49,2001,10,74,3.7162162162162162,2.0,27.16216216216216,10.0,12,74,66,201,3,4,0
49,2001,30,52,1.8461538461538463,2.0,25.384615384615383,30.0,0,52,44,44,0,0,0
49,2001,60,42,1.2619047619047619,1.0,15.714285714285714,0.0,0,42,34,11,0,0,0
49,2002,10,87,3.6551724137931036,2.0,26.551724137931036,10.0,22,87,83,231,9,5,0
49,2002,30,60,1.8666666666666667,1.0,26.0,0.0,10,60,56,52,2,3,0
49,2002,60,33,1.6363636363636365,1.0,38.18181818181818,0.0,0,33,29,21,0,0,0
49,2003,10,74,4.1891891891891895,3.0,31.89189189189189,20.0,24,74,68,236,7,9,0
49,2003,30,53,2.1132075471698113,1.0,33.39622641509434,0.0,10,53,47,59,2,2,2
49,2003,60,33,1.8181818181818181,1.0,49.09090909090909,0.0,0,33,27,27,0,0,0
50,2001,10,107,2.9345794392523366,2.0,19.345794392523363,10.0,34,107,103,207,10,13,1
50,2001,30,61,1.7704918032786885,2.0,23.114754098360656,30.0,15,61,57,47,4,3,1
50,2001,60,41,1.3902439024390243,1.0,23.414634146341463,0.0,6,41,37,16,2,0,1
50,2002,10,97,3.11340206185567,2.0,21.1340206185567,10.0,20,97,92,205,6,4,0
50,2002,30,65,1.523076923076923,1.0,15.692307692307692,0.0,5,65,60,34,1,2,0
50,2002,60,37,1.2432432432432432,1.0,14.594594594594595,0.0,0,37,32,9,0,0,0
50,2003,10,91,3.6153846153846154,2.0,26.153846153846153,10.0,31,91,85,238,9,9,0
50,2003,30,58,2.0172413793103448,2.0,30.517241379310345,30.0,9,58,52,59,3,2,0
50,2003,60,42,1.5238095238095237,1.0,31.428571428571427,0.0,4,42,36,22,1,1,0
51,2001,10,10,26.0,14.0,250.0,130.0,4,10,7,250,0,2,0
51,2001,30,8,11.375,10.5,311.25,285.0,5,8,5,83,1,2,0
51,2001,60,9,5.333333333333333,4.0,260.0,180.0,4,9,6,39,1,1,0
51,2002,10,10,27.9,32.0,269.0,310.0,2,10,8,269,0,1,0
51,2002,30,14,6.785714285714286,1.0,173.57142857142858,0.0,0,14,12,81,0,0,0
51,2002,60,20,2.45,1.0,87.0,0.0,0,20,18,29,0,0,0
51,2003,10,8,20.125,14.5,191.25,135.0,2,8,7,153,0,1,0
51,2003,30,7,8.0,7.0,210.0,180.0,2,7,6,49,0,1,0
51,2003,60,11,2.727272727272727,2.0,103.63636363636364,60.0,2,11,10,19,0,1,0
52,2001,10,15,27.733333333333334,18.0,267.3333333333333,170.0,4,15,8,401,2,1,0
52,2001,30,11,13.0,17.0,360.0,480.0,2,11,4,132,1,0,0
52,2001,60,9,8.333333333333334,10.0,440.0,540.0,2,9,2,66,1,0,0
52,2002,10,20,18.25,4.0,172.5,30.0,9,20,14,345,4,4,0
52,2002,30,14,9.071428571428571,3.0,242.14285714285714,60.0,2,14,8,113,1,0,0
52,2002,60,11,5.909090909090909,8.0,294.54545454545456,420.0,0,11,5,54,0,0,0
52,2003,10,17,22.058823529411764,6.0,210.58823529411765,50.0,5,17,11,358,3,1,0
52,2003,30,14,9.285714285714286,3.0,248.57142857142858,60.0,0,14,8,116,0,0,0
52,2003,60,12,5.666666666666667,5.0,280.0,240.0,0,12,6,56,0,0,0
53,2001,10,20,17.75,8.0,167.5,70.0,10,20,16,335,2,6,2
53,2001,30,23,5.3478260869565215,1.0,130.43478260869566,0.0,7,23,19,100,1,3,1
53,2001,60,23,2.6956521739130435,1.0,101.73913043478261,0.0,4,23,19,39,1,1,0
53,2002,10,15,16.4,7.0,154.0,60.0,5,15,12,231,1,2,0
53,2002,30,17,4.9411764705882355,1.0,118.23529411764706,0.0,2,17,14,67,0,1,0
53,2002,60,19,2.263157894736842,1.0,75.78947368421052,0.0,0,19,16,24,0,0,0
53,2003,10,28,11.678571428571429,8.5,106.78571428571429,75.0,16,28,23,299,3,7,1
53,2003,30,31,3.6451612903225805,2.0,79.35483870967742,30.0,8,31,26,82,0,3,3
53,2003,60,28,2.0714285714285716,1.0,64.28571428571429,0.0,2,28,23,30,0,1,0
54,2001,10,60,3.466666666666667,2.0,24.666666666666668,10.0,4,60,56,148,1,1,0
54,2001,30,41,1.7804878048780488,1.0,23.414634146341463,0.0,2,41,37,32,1,0,0
54,2001,60,28,1.3571428571428572,1.0,21.428571428571427,0.0,0,28,24,10,0,0,0
54,2002,10,31,6.580645161290323,2.0,55.806451612903224,10.0,5,31,28,173,1,3,1
54,2002,30,44,1.5227272727272727,1.0,15.681818181818182,0.0,0,44,41,23,0,0,0
54,2002,60,30,1.2,1.0,12.0,0.0,0,30,27,6,0,0,0
54,2003,10,51,4.470588235294118,2.0,34.705882352941174,10.0,14,51,49,177,5,3,0
54,2003,30,43,1.7906976744186047,1.0,23.72093023255814,0.0,4,43,41,34,0,2,0
54,2003,60,27,1.2592592592592593,1.0,15.555555555555555,0.0,0,27,25,7,0,0,0
55,2001,10,19,15.631578947368421,2.0,146.31578947368422,10.0,8,19,15,278,1,5,0
55,2001,30,11,9.545454545454545,8.0,256.3636363636364,210.0,7,11,7,94,0,3,1
55,2001,60,12,4.583333333333333,3.0,215.0,120.0,6,12,8,43,0,3,0
55,2002,10,20,19.65,4.0,186.5,30.0,10,20,15,373,3,6,1
55,2002,30,16,8.5625,2.5,226.875,45.0,9,16,11,121,2,5,0
55,2002,60,15,4.6,3.0,216.0,120.0,7,15,10,54,0,3,2
55,2003,10,19,17.63157894736842,6.0,166.31578947368422,50.0,9,19,14,316,3,5,0
55,2003,30,14,8.428571428571429,6.5,222.85714285714286,165.0,3,14,9,104,0,1,1
55,2003,60,12,5.083333333333333,4.0,245.0,180.0,2,12,7,49,0,1,0
56,2001,10,33,5.484848484848484,3.0,44.84848484848485,20.0,6,33,32,148,2,1,0
56,2001,30,32,2.0,1.0,30.0,0.0,0,32,31,32,0,0,0
56,2001,60,22,1.4545454545454546,1.0,27.272727272727273,0.0,0,22,21,10,0,0,0
56,2002,10,47,4.872340425531915,3.0,38.723404255319146,20.0,12,47,45,182,1,6,0
56,2002,30,38,2.1315789473684212,1.0,33.94736842105263,0.0,6,38,36,43,0,3,0
56,2002,60,27,1.5555555555555556,1.0,33.333333333333336,0.0,2,27,25,15,0,1,0
56,2003,10,34,6.323529411764706,2.5,53.23529411764706,15.0,5,34,30,181,1,3,0
56,2003,30,30,2.533333333333333,2.0,46.0,30.0,3,30,26,46,1,1,0
56,2003,60,31,1.2580645161290323,1.0,15.483870967741936,0.0,0,31,27,8,0,0,0
57,2001,10,19,10.368421052631579,6.0,93.6842105263158,50.0,9,19,18,178,1,4,0
57,2001,30,21,3.0476190476190474,2.0,61.42857142857143,30.0,2,21,20,43,0,1,0
57,2001,60,17,1.8823529411764706,1.0,52.94117647058823,0.0,0,17,16,15,0,0,0
57,2002,10,17,11.529411764705882,2.0,105.29411764705883,10.0,4,17,15,179,0,2,0
57,2002,30,17,4.176470588235294,2.0,95.29411764705883,30.0,2,17,15,54,0,1,0
57,2002,60,15,2.466666666666667,1.0,88.0,0.0,0,15,13,22,0,0,0
57,2003,10,33,7.121212121212121,4.0,61.21212121212121,30.0,8,33,30,202,2,4,0
57,2003,30,34,2.323529411764706,2.0,39.705882352941174,30.0,6,34,31,45,0,2,1
57,2003,60,25,1.52,1.0,31.2,0.0,0,25,22,13,0,0,0
58,2001,10,57,4.421052631578948,2.0,34.21052631578947,10.0,7,57,54,195,2,4,0
58,2001,30,36,2.4722222222222223,1.0,44.166666666666664,0.0,6,36,33,53,0,4,0
58,2001,60,21,2.1904761904761907,1.0,71.42857142857143,0.0,2,21,18,25,0,1,0
58,2002,10,34,8.235294117647058,2.0,72.3529411764706,10.0,4,34,31,246,1,1,0
58,2002,30,18,5.444444444444445,1.0,133.33333333333334,0.0,2,18,15,80,0,1,0
58,2002,60,13,4.076923076923077,1.0,184.6153846153846,0.0,2,13,10,40,0,1,0
58,2003,10,17,15.294117647058824,3.0,142.94117647058823,20.0,5,17,13,243,2,1,0
58,2003,30,10,8.9,3.5,237.0,75.0,2,10,6,79,0,1,0
58,2003,60,8,5.875,6.0,292.5,300.0,2,8,4,39,1,0,0
59,2001,10,36,9.0,3.0,80.0,20.0,9,36,33,288,5,1,0
59,2001,30,19,5.894736842105263,2.0,146.8421052631579,30.0,6,19,16,93,0,2,2
59,2001,60,18,3.2222222222222223,1.5,133.33333333333334,30.0,4,18,15,40,0,2,0
59,2002,10,29,8.068965517241379,2.0,70.6896551724138,10.0,10,29,26,205,3,4,0
59,2002,30,13,6.0,1.0,150.0,0.0,0,13,10,65,0,0,0
59,2002,60,14,2.7857142857142856,1.0,107.14285714285714,0.0,2,14,11,25,0,1,0
59,2003,10,27,12.407407407407407,2.0,114.07407407407408,10.0,13,27,23,308,6,8,0
59,2003,30,14,8.142857142857142,6.0,214.28571428571428,150.0,3,14,10,100,1,1,0
59,2003,60,14,4.071428571428571,2.0,184.28571428571428,60.0,8,14,10,43,2,2,0
60,2001,10,109,2.9541284403669725,2.0,19.541284403669724,10.0,37,109,103,213,12,13,1
60,2001,30,71,1.380281690140845,1.0,11.408450704225352,0.0,4,71,65,27,1,1,0
60,2001,60,40,1.25,1.0,15.0,0.0,0,40,34,10,0,0,0
60,2002,10,112,2.5892857142857144,2.0,15.892857142857142,10.0,23,112,107,178,2,10,1
60,2002,30,59,1.6779661016949152,1.0,20.338983050847457,0.0,5,59,54,40,1,2,0
60,2002,60,41,1.4146341463414633,1.0,24.878048780487806,0.0,2,41,36,17,1,0,0
60,2003,10,120,2.816666666666667,2.0,18.166666666666668,10.0,33,120,113,218,7,13,2
60,2003,30,66,1.6818181818181819,1.0,20.454545454545453,0.0,4,66,59,45,1,0,1
60,2003,60,44,1.3863636363636365,1.0,23.181818181818183,0.0,2,44,37,17,0,1,0
61,2001,10,74,3.635135135135135,3.0,26.35135135135135,20.0,15,74,68,195,4,4,1
61,2001,30,53,1.8679245283018868,1.0,26.037735849056602,0.0,4,53,47,46,1,1,0
61,2001,60,36,1.4722222222222223,1.0,28.333333333333332,0.0,2,36,30,17,0,1,0
61,2002,10,108,3.009259259259259,2.0,20.09259259259259,10.0,31,108,103,217,11,9,1
61,2002,30,70,1.6285714285714286,1.0,18.857142857142858,0.0,10,70,65,44,2,3,0
61,2002,60,42,1.3571428571428572,1.0,21.428571428571427,0.0,2,42,37,15,0,1,0
61,2003,10,83,4.036144578313253,2.0,30.36144578313253,10.0,27,83,77,252,8,10,1
61,2003,30,65,1.8307692307692307,1.0,24.923076923076923,0.0,8,65,59,54,1,2,2
61,2003,60,40,1.6,1.0,36.0,0.0,4,40,34,24,0,2,0
62,2001,10,84,3.4642857142857144,2.0,24.642857142857142,10.0,22,84,81,207,7,6,0
62,2001,30,51,1.8235294117647058,1.0,24.705882352941178,0.0,4,51,48,42,1,1,0
62,2001,60,31,1.5806451612903225,1.0,34.83870967741935,0.0,0,31,28,18,0,0,0
62,2002,10,76,3.4078947368421053,2.0,24.07894736842105,10.0,17,76,73,183,3,7,0
62,2002,30,52,1.6153846153846154,1.0,18.46153846153846,0.0,4,52,49,32,0,2,0
62,2002,60,30,1.5333333333333334,1.0,32.0,0.0,0,30,27,16,0,0,0
62,2003,10,77,3.4935064935064934,2.0,24.935064935064936,10.0,24,77,73,192,5,7,1
62,2003,30,44,2.022727272727273,2.0,30.681818181818183,30.0,4,44,40,45,1,1,0
62,2003,60,35,1.3142857142857143,1.0,18.857142857142858,0.0,0,35,31,11,0,0,0
63,2001,10,11,18.545454545454547,5.0,175.45454545454547,40.0,7,11,8,193,2,3,0
63,2001,30,8,8.625,3.5,228.75,75.0,0,8,5,61,0,0,0
63,2001,60,6,6.0,6.0,300.0,300.0,2,6,3,30,0,1,0
63,2002,10,9,27.666666666666668,2.0,266.6666666666667,10.0,3,9,6,240,0,2,0
63,2002,30,8,10.75,10.5,292.5,285.0,3,8,5,78,0,2,0
63,2002,60,8,5.625,5.0,277.5,240.0,3,8,5,37,0,2,0
63,2003,10,10,16.2,2.0,152.0,10.0,7,10,8,152,1,3,0
63,2003,30,7,8.285714285714286,5.0,218.57142857142858,120.0,3,7,5,51,1,2,0
63,2003,60,8,3.75,2.0,165.0,60.0,2,8,6,22,0,1,0
64,2001,10,45,5.777777777777778,2.0,47.77777777777778,10.0,8,45,43,215,4,2,0
64,2001,30,28,3.0,1.0,60.0,0.0,5,28,26,56,1,3,0
64,2001,60,19,2.210526315789474,1.0,72.63157894736842,0.0,0,19,17,23,0,0,0
64,2002,10,96,2.8854166666666665,2.0,18.854166666666668,10.0,9,96,92,181,3,2,0
64,2002,30,59,1.694915254237288,1.0,20.847457627118644,0.0,2,59,55,41,1,0,0
64,2002,60,34,1.4411764705882353,1.0,26.470588235294116,0.0,0,34,30,15,0,0,0
64,2003,10,67,4.0,2.0,30.0,10.0,16,67,63,201,4,7,2
64,2003,30,40,2.325,1.0,39.75,0.0,4,40,36,53,1,2,0
64,2003,60,26,1.7692307692307692,1.0,46.15384615384615,0.0,5,26,22,20,1,2,0
65,2001,10,17,12.470588235294118,3.0,114.70588235294117,20.0,2,17,14,195,0,1,0
65,2001,30,8,9.5,6.5,255.0,165.0,2,8,5,68,0,1,0
65,2001,60,9,4.444444444444445,2.0,206.66666666666666,60.0,2,9,6,31,0,1,0
65,2002,10,14,18.214285714285715,7.0,172.14285714285714,60.0,5,14,12,241,0,3,0
65,2002,30,10,9.0,6.0,240.0,150.0,5,10,8,80,0,3,0
65,2002,60,10,4.8,3.0,228.0,120.0,4,10,8,38,0,2,0
65,2003,10,14,17.0,2.5,160.0,15.0,6,14,12,224,0,5,0
65,2003,30,9,9.0,3.0,240.0,60.0,5,9,7,72,0,3,0
65,2003,60,9,4.777777777777778,3.0,226.66666666666666,120.0,4,9,7,34,0,2,0
66,2001,10,60,4.416666666666667,3.0,34.166666666666664,20.0,13,60,59,205,3,4,1
66,2001,30,39,2.41025641025641,2.0,42.30769230769231,30.0,3,39,38,55,1,1,0
66,2001,60,26,1.8461538461538463,1.0,50.76923076923077,0.0,0,26,25,22,0,0,0
66,2002,10,70,3.6714285714285713,2.0,26.714285714285715,10.0,16,70,67,187,4,6,1
66,2002,30,44,1.9772727272727273,1.0,29.318181818181817,0.0,5,44,41,43,1,3,0
66,2002,60,27,1.7037037037037037,1.0,42.22222222222222,0.0,0,27,24,19,0,0,0
66,2003,10,56,4.160714285714286,2.0,31.607142857142858,10.0,13,56,52,177,4,5,0
