law_index,seed,snapshot_cadence,tracks,mean_track_observations,median_track_observations,mean_lifetime_steps,median_lifetime_steps,complex_tracks,birth_events,disappearance_events,continuity_events,split_events,merge_events,ambiguity_events
151,2001,10,9,29.77777777777778,39.0,287.77777777777777,380.0,4,9,6,259,0,2,0
151,2001,30,8,11.375,14.5,311.25,405.0,0,8,5,83,0,0,0
151,2001,60,11,4.454545454545454,1.0,207.27272727272728,0.0,0,11,8,38,0,0,0
151,2002,10,14,18.642857142857142,4.5,176.42857142857142,35.0,4,14,12,247,1,2,0
151,2002,30,13,7.0,2.0,180.0,30.0,2,13,11,78,0,1,0
151,2002,60,21,2.1904761904761907,1.0,71.42857142857143,0.0,2,21,19,25,0,1,0
151,2003,10,16,21.5625,2.5,205.625,15.0,4,16,13,329,0,2,0
151,2003,30,11,10.636363636363637,13.0,289.09090909090907,360.0,5,11,8,106,0,3,0
151,2003,60,10,6.1,7.5,306.0,390.0,2,10,7,51,0,1,0
152,2001,10,81,2.9135802469135803,2.0,19.135802469135804,10.0,7,81,78,155,3,1,0
152,2001,30,47,1.7234042553191489,1.0,21.70212765957447,0.0,8,47,44,34,4,0,0
152,2001,60,28,1.5,1.0,30.0,0.0,5,28,25,14,2,1,0
152,2002,10,93,2.806451612903226,2.0,18.06451612903226,10.0,15,93,89,168,4,4,0
152,2002,30,50,1.74,1.0,22.2,0.0,2,50,46,37,1,1,0
152,2002,60,32,1.53125,1.0,31.875,0.0,0,32,28,17,0,0,0
152,2003,10,81,2.7037037037037037,1.0,17.037037037037038,0.0,8,81,80,138,3,3,0
152,2003,30,53,1.4528301886792452,1.0,13.584905660377359,0.0,0,53,52,24,0,0,0
152,2003,60,27,1.4074074074074074,1.0,24.444444444444443,0.0,2,27,26,11,1,0,0
153,2001,10,60,4.2,2.0,32.0,10.0,15,60,56,192,4,5,0
153,2001,30,45,1.9555555555555555,1.0,28.666666666666668,0.0,4,45,41,43,1,1,0
153,2001,60,39,1.205128205128205,1.0,12.307692307692308,0.0,0,39,35,8,0,0,0
153,2002,10,55,5.181818181818182,3.0,41.81818181818182,20.0,18,55,51,230,8,6,1
153,2002,30,46,2.130434782608696,1.5,33.91304347826087,15.0,8,46,42,52,0,3,1
153,2002,60,35,1.457142857142857,1.0,27.428571428571427,0.0,2,35,31,16,0,1,0
153,2003,10,46,5.326086956521739,2.0,43.26086956521739,10.0,15,46,44,199,4,7,0
153,2003,30,44,1.8409090909090908,1.0,25.227272727272727,0.0,4,44,42,37,2,0,0
153,2003,60,30,1.3666666666666667,1.0,22.0,0.0,2,30,28,11,0,1,0
154,2001,10,44,5.681818181818182,3.0,46.81818181818182,20.0,16,44,42,206,3,9,0
154,2001,30,34,2.588235294117647,1.0,47.64705882352941,0.0,4,34,32,54,1,1,0
154,2001,60,30,1.4666666666666666,1.0,28.0,0.0,0,30,28,14,0,0,0
154,2002,10,34,8.823529411764707,3.5,78.23529411764706,25.0,11,34,30,266,4,5,0
154,2002,30,28,3.5714285714285716,2.0,77.14285714285714,30.0,0,28,24,72,0,0,0
154,2002,60,25,2.0,1.0,60.0,0.0,2,25,21,25,1,0,0
154,2003,10,74,4.0675675675675675,2.0,30.675675675675677,10.0,18,74,70,227,4,7,0
154,2003,30,51,2.019607843137255,1.0,30.58823529411765,0.0,6,51,47,52,1,2,0
154,2003,60,39,1.358974358974359,1.0,21.53846153846154,0.0,2,39,35,14,1,0,0
155,2001,10,26,13.346153846153847,2.0,123.46153846153847,10.0,14,26,21,321,5,7,0
155,2001,30,16,7.5,2.0,195.0,30.0,6,16,11,104,1,2,1
155,2001,60,13,4.769230769230769,2.0,226.15384615384616,60.0,6,13,8,49,1,2,0
155,2002,10,47,6.425531914893617,3.0,54.255319148936174,20.0,6,47,42,255,1,2,0
155,2002,30,29,3.586206896551724,1.0,77.58620689655173,0.0,0,29,24,75,0,0,0
155,2002,60,17,3.0,1.0,120.0,0.0,0,17,12,34,0,0,0
155,2003,10,42,7.857142857142857,4.0,68.57142857142857,30.0,7,42,36,288,3,2,0
155,2003,30,26,4.461538461538462,3.0,103.84615384615384,60.0,3,26,20,90,0,2,0
155,2003,60,23,2.652173913043478,1.0,99.1304347826087,0.0,2,23,17,38,1,0,0
156,2001,10,39,10.128205128205128,3.0,91.28205128205128,20.0,20,39,35,356,6,10,0
156,2001,30,23,5.913043478260869,1.0,147.3913043478261,0.0,10,23,19,113,1,6,0
156,2001,60,17,4.235294117647059,3.0,194.11764705882354,120.0,8,17,13,55,0,5,0
156,2002,10,42,6.5476190476190474,3.0,55.476190476190474,20.0,6,42,39,233,2,3,0
156,2002,30,30,3.066666666666667,1.0,62.0,0.0,4,30,27,62,0,2,0
156,2002,60,15,3.1333333333333333,2.0,128.0,60.0,4,15,12,32,0,2,0
156,2003,10,30,9.3,3.0,83.0,20.0,16,30,27,249,5,9,2
156,2003,30,15,6.333333333333333,4.0,160.0,90.0,8,15,12,80,2,3,0
156,2003,60,14,3.642857142857143,2.0,158.57142857142858,60.0,8,14,11,37,1,4,0
157,2001,10,23,13.73913043478261,5.0,127.3913043478261,40.0,12,23,19,293,5,5,2
157,2001,30,23,4.695652173913044,1.0,110.8695652173913,0.0,8,23,19,85,3,3,2
157,2001,60,13,4.3076923076923075,3.0,198.46153846153845,120.0,4,13,9,43,0,1,1
157,2002,10,29,11.551724137931034,7.0,105.51724137931035,60.0,13,29,25,306,2,6,4
157,2002,30,21,5.380952380952381,3.0,131.42857142857142,60.0,0,21,17,92,0,0,0
157,2002,60,20,2.9,1.0,114.0,0.0,2,20,16,38,0,1,0
157,2003,10,19,20.526315789473685,5.0,195.26315789473685,40.0,7,19,12,371,4,2,0
157,2003,30,15,8.933333333333334,2.0,238.0,30.0,6,15,8,119,3,1,0
157,2003,60,13,5.538461538461538,6.0,272.3076923076923,300.0,2,13,6,59,1,0,0
158,2001,10,88,3.4204545454545454,2.0,24.204545454545453,10.0,30,88,83,213,10,11,2
158,2001,30,53,2.056603773584906,2.0,31.69811320754717,30.0,6,53,48,56,1,1,1
158,2001,60,33,1.7272727272727273,1.0,43.63636363636363,0.0,4,33,28,24,1,1,0
158,2002,10,85,3.552941176470588,2.0,25.529411764705884,10.0,33,85,83,217,9,12,4
158,2002,30,50,2.06,1.0,31.8,0.0,13,50,48,53,1,4,3
158,2002,60,29,1.6896551724137931,1.0,41.37931034482759,0.0,4,29,27,20,2,0,0
158,2003,10,64,4.484375,3.0,34.84375,20.0,22,64,58,223,4,9,4
158,2003,30,43,2.3488372093023258,1.0,40.46511627906977,0.0,9,43,37,58,5,1,1
158,2003,60,37,1.5675675675675675,1.0,34.054054054054056,0.0,2,37,31,21,0,1,0
159,2001,10,55,5.4,2.0,44.0,10.0,20,55,50,242,7,10,3
159,2001,30,42,2.380952380952381,1.0,41.42857142857143,0.0,7,42,37,58,3,3,0
159,2001,60,26,2.0384615384615383,1.0,62.30769230769231,0.0,6,26,21,27,2,1,0
159,2002,10,58,5.086206896551724,2.0,40.86206896551724,10.0,20,58,54,237,6,8,3
159,2002,30,36,2.7222222222222223,1.0,51.666666666666664,0.0,8,36,32,62,3,4,1
159,2002,60,23,2.0434782608695654,1.0,62.608695652173914,0.0,7,23,19,24,1,3,0
159,2003,10,96,3.53125,2.0,25.3125,10.0,36,96,90,243,12,14,3
159,2003,30,64,1.984375,1.0,29.53125,0.0,10,64,58,63,2,3,2
159,2003,60,34,2.0294117647058822,1.0,61.76470588235294,0.0,6,34,28,35,1,1,1
160,2001,10,91,3.4285714285714284,2.0,24.285714285714285,10.0,18,91,86,221,4,7,0
160,2001,30,59,1.7457627118644068,1.0,22.372881355932204,0.0,2,59,54,44,0,1,0
160,2001,60,40,1.35,1.0,21.0,0.0,2,40,35,14,1,0,0
160,2002,10,100,3.25,2.0,22.5,10.0,17,100,94,225,4,7,0
160,2002,30,62,1.9516129032258065,1.0,28.548387096774192,0.0,8,62,56,59,1,3,0
160,2002,60,40,1.5,1.0,30.0,0.0,0,40,34,20,0,0,0
160,2003,10,84,3.4642857142857144,3.0,24.642857142857142,20.0,23,84,80,207,7,7,0
160,2003,30,61,1.5737704918032787,1.0,17.21311475409836,0.0,2,61,57,35,0,1,0
160,2003,60,35,1.3714285714285714,1.0,22.285714285714285,0.0,2,35,31,13,0,1,0
161,2001,10,77,3.5324675324675323,2.0,25.324675324675326,10.0,6,77,75,195,0,3,1
161,2001,30,51,1.7647058823529411,1.0,22.941176470588236,0.0,2,51,49,39,0,1,0
161,2001,60,35,1.4,1.0,24.0,0.0,0,35,33,14,0,0,0
161,2002,10,66,4.393939393939394,2.5,33.93939393939394,15.0,24,66,60,224,10,6,0
161,2002,30,53,1.8867924528301887,1.0,26.60377358490566,0.0,9,53,47,47,3,2,0
161,2002,60,42,1.3095238095238095,1.0,18.571428571428573,0.0,0,42,36,13,0,0,0
161,2003,10,74,3.8378378378378377,3.0,28.37837837837838,20.0,24,74,69,210,5,13,0
161,2003,30,52,1.9615384615384615,1.0,28.846153846153847,0.0,2,52,47,50,1,1,0
161,2003,60,38,1.3421052631578947,1.0,20.526315789473685,0.0,2,38,33,13,0,1,0
162,2001,10,34,7.411764705882353,2.5,64.11764705882354,15.0,9,34,31,218,1,5,1
162,2001,30,25,3.6,2.0,78.0,30.0,8,25,22,65,2,3,0
162,2001,60,22,2.090909090909091,1.0,65.45454545454545,0.0,0,22,19,24,0,0,0
162,2002,10,36,7.194444444444445,4.0,61.94444444444444,30.0,10,36,31,223,4,2,0
162,2002,30,29,3.1379310344827585,1.0,64.13793103448276,0.0,3,29,24,62,1,0,1
162,2002,60,23,2.0,1.0,60.0,0.0,2,23,18,23,1,0,0
162,2003,10,15,12.533333333333333,6.0,115.33333333333333,50.0,5,15,13,173,1,2,0
162,2003,30,12,5.416666666666667,3.0,132.5,60.0,2,12,10,53,0,1,0
162,2003,60,13,2.6923076923076925,1.0,101.53846153846153,0.0,2,13,11,22,0,1,0
163,2001,10,24,10.75,5.0,97.5,40.0,15,24,21,234,5,6,0
163,2001,30,15,6.066666666666666,4.0,152.0,90.0,10,15,12,76,3,3,2
163,2001,60,16,3.0,2.0,120.0,60.0,5,16,13,32,2,1,0
163,2002,10,40,8.225,5.0,72.25,40.0,22,40,36,289,6,10,5
163,2002,30,32,3.5625,2.0,76.875,30.0,7,32,28,82,0,4,1
163,2002,60,27,2.037037037037037,1.0,62.22222222222222,0.0,6,27,23,28,0,2,1
163,2003,10,18,16.77777777777778,5.5,157.77777777777777,45.0,10,18,16,284,3,7,0
163,2003,30,16,6.375,2.5,161.25,45.0,6,16,14,86,1,2,0
163,2003,60,13,4.230769230769231,2.0,193.84615384615384,60.0,2,13,11,42,0,1,0
164,2001,10,32,8.0625,4.0,70.625,30.0,11,32,30,226,2,5,2
164,2001,30,35,2.6,1.0,48.0,0.0,7,35,33,56,1,1,2
164,2001,60,27,1.8148148148148149,1.0,48.888888888888886,0.0,2,27,25,22,0,1,0
164,2002,10,32,6.21875,3.0,52.1875,20.0,13,32,30,167,4,7,0
164,2002,30,31,2.193548387096774,1.0,35.806451612903224,0.0,4,31,29,37,2,1,1
164,2002,60,24,1.5416666666666667,1.0,32.5,0.0,3,24,22,13,1,0,1
164,2003,10,32,9.375,3.0,83.75,20.0,16,32,28,268,5,7,3
164,2003,30,48,2.2291666666666665,1.0,36.875,0.0,8,48,44,59,2,0,3
164,2003,60,32,1.875,1.0,52.5,0.0,6,32,28,28,2,0,1
165,2001,10,79,3.721518987341772,2.0,27.21518987341772,10.0,10,79,74,215,1,3,1
165,2001,30,49,2.142857142857143,1.0,34.285714285714285,0.0,2,49,44,56,0,1,0
165,2001,60,28,2.107142857142857,1.0,66.42857142857143,0.0,4,28,23,31,0,2,0
165,2002,10,53,4.490566037735849,1.0,34.905660377358494,0.0,11,53,49,185,2,6,0
165,2002,30,28,2.9642857142857144,1.0,58.92857142857143,0.0,4,28,24,55,0,2,0
165,2002,60,23,1.8695652173913044,1.0,52.17391304347826,0.0,2,23,19,20,0,1,0
165,2003,10,44,6.0,1.5,50.0,5.0,10,44,40,220,3,4,0
165,2003,30,32,2.8125,1.5,54.375,15.0,4,32,28,58,0,2,0
165,2003,60,19,2.6315789473684212,1.0,97.89473684210526,0.0,4,19,15,31,0,2,0
166,2001,10,7,44.142857142857146,59.0,431.42857142857144,580.0,4,7,2,302,1,2,0
166,2001,30,6,17.5,21.0,495.0,600.0,2,6,1,99,1,1,0
166,2001,60,6,9.166666666666666,10.5,490.0,570.0,2,6,1,49,0,1,0
166,2002,10,10,31.5,32.0,305.0,310.0,6,10,5,305,0,3,0
166,2002,30,8,13.625,20.0,378.75,570.0,4,8,3,101,0,2,0
166,2002,60,8,7.125,10.5,367.5,570.0,2,8,3,49,0,1,0
166,2003,10,11,18.545454545454547,2.0,175.45454545454547,10.0,5,11,8,193,0,3,0
166,2003,30,11,6.636363636363637,1.0,169.0909090909091,0.0,5,11,8,62,0,3,0
166,2003,60,10,4.0,1.0,180.0,0.0,3,10,7,30,0,2,0
167,2001,10,7,43.285714285714285,60.0,422.85714285714283,590.0,2,7,2,296,0,1,0
167,2001,30,6,17.0,20.0,480.0,570.0,0,6,1,96,0,0,0
167,2001,60,6,8.666666666666666,10.0,460.0,540.0,0,6,1,46,0,0,0
167,2002,10,10,31.4,31.5,304.0,305.0,7,10,5,304,2,3,0
167,2002,30,10,10.8,11.0,294.0,300.0,6,10,5,98,1,3,0
167,2002,60,8,7.0,10.0,360.0,540.0,2,8,3,48,0,1,0
167,2003,10,10,31.3,27.0,303.0,260.0,6,10,6,303,1,3,1
167,2003,30,9,12.222222222222221,17.0,336.6666666666667,480.0,6,9,5,101,0,4,0
167,2003,60,8,7.25,10.0,375.0,540.0,6,8,4,50,0,4,1
168,2001,10,61,4.278688524590164,3.0,32.78688524590164,20.0,11,61,58,200,2,5,0
168,2001,30,38,2.4473684210526314,1.0,43.421052631578945,0.0,5,38,35,55,1,2,0
168,2001,60,26,1.8461538461538463,1.0,50.76923076923077,0.0,0,26,23,22,0,0,0
168,2002,10,55,4.4,2.0,34.0,10.0,10,55,52,187,1,3,1
168,2002,30,33,2.5454545454545454,1.0,46.36363636363637,0.0,2,33,30,51,0,1,0
168,2002,60,23,1.826086956521739,1.0,49.56521739130435,0.0,0,23,20,19,0,0,0
168,2003,10,42,7.738095238095238,3.0,67.38095238095238,20.0,16,42,38,283,5,5,1
168,2003,30,28,4.0,2.0,90.0,30.0,5,28,24,84,1,1,0
168,2003,60,22,2.772727272727273,2.0,106.36363636363636,60.0,2,22,18,39,0,1,0
169,2001,10,59,5.203389830508475,3.0,42.03389830508475,20.0,16,59,56,248,5,7,2
169,2001,30,46,2.260869565217391,2.0,37.82608695652174,30.0,4,46,43,58,0,2,0
169,2001,60,33,1.7272727272727273,1.0,43.63636363636363,0.0,2,33,30,24,1,0,0
169,2002,10,58,4.9655172413793105,3.0,39.6551724137931,20.0,16,58,54,230,7,5,0
169,2002,30,41,2.4634146341463414,2.0,43.90243902439025,30.0,6,41,37,60,0,3,0
169,2002,60,37,1.4864864864864864,1.0,29.18918918918919,0.0,6,37,33,18,1,3,0
169,2003,10,54,5.462962962962963,3.5,44.629629629629626,25.0,19,54,50,241,4,9,0
169,2003,30,46,2.3043478260869565,1.0,39.130434782608695,0.0,6,46,42,60,2,2,0
169,2003,60,31,1.7096774193548387,1.0,42.58064516129032,0.0,2,31,27,22,0,1,0
170,2001,10,33,7.303030303030303,4.0,63.03030303030303,30.0,12,33,29,208,2,6,0
170,2001,30,23,3.6956521739130435,2.0,80.8695652173913,30.0,6,23,19,62,0,3,0
170,2001,60,22,2.0454545454545454,1.0,62.72727272727273,0.0,2,22,18,23,1,0,0
170,2002,10,46,4.8478260869565215,2.0,38.47826086956522,10.0,6,46,43,177,2,2,0
170,2002,30,32,2.28125,2.0,38.4375,30.0,7,32,29,41,3,1,0
170,2002,60,26,1.5,1.0,30.0,0.0,5,26,23,13,1,2,0
170,2003,10,37,6.135135135135135,4.0,51.351351351351354,30.0,5,37,33,190,2,2,0
170,2003,30,28,2.75,2.0,52.5,30.0,5,28,24,49,2,2,1
170,2003,60,22,1.8181818181818181,1.0,49.09090909090909,0.0,0,22,18,18,0,0,0
171,2001,10,16,17.8125,12.5,168.125,115.0,11,16,12,269,1,7,0
171,2001,30,13,7.461538461538462,5.0,193.84615384615384,120.0,4,13,9,84,0,2,0
171,2001,60,12,4.25,3.5,195.0,150.0,0,12,8,39,0,0,0
171,2002,10,19,11.631578947368421,3.0,106.3157894736842,20.0,3,19,15,202,0,2,0
171,2002,30,11,7.0,3.0,180.0,60.0,3,11,7,66,0,2,0
171,2002,60,9,4.444444444444445,3.0,206.66666666666666,120.0,3,9,5,31,0,2,0
171,2003,10,18,15.277777777777779,2.0,142.77777777777777,10.0,10,18,14,257,1,6,0
171,2003,30,18,5.5,1.5,135.0,15.0,8,18,14,81,0,6,0
171,2003,60,16,3.3125,1.0,138.75,0.0,2,16,12,37,1,0,0
172,2001,10,15,10.733333333333333,2.0,97.33333333333333,10.0,4,15,14,146,1,2,0
172,2001,30,22,2.6818181818181817,1.5,50.45454545454545,15.0,2,22,21,37,0,1,0
172,2001,60,17,1.8235294117647058,1.0,49.411764705882355,0.0,0,17,16,14,0,0,0
172,2002,10,13,13.153846153846153,4.0,121.53846153846153,30.0,7,13,11,158,1,3,0
172,2002,30,18,3.3333333333333335,2.0,70.0,30.0,3,18,16,42,0,2,0
172,2002,60,18,1.8333333333333333,1.0,50.0,0.0,2,18,16,15,0,1,0
172,2003,10,15,9.0,4.0,80.0,30.0,7,15,14,120,2,4,0
172,2003,30,20,2.4,1.5,42.0,15.0,2,20,19,28,0,1,0
172,2003,60,18,1.5555555555555556,1.0,33.333333333333336,0.0,0,18,17,10,0,0,0
173,2001,10,13,22.76923076923077,9.0,217.69230769230768,80.0,11,13,9,283,1,6,0
173,2001,30,13,7.846153846153846,4.0,205.3846153846154,90.0,8,13,9,89,0,4,0
173,2001,60,13,4.076923076923077,1.0,184.6153846153846,0.0,4,13,9,40,0,2,0
173,2002,10,13,23.615384615384617,5.0,226.15384615384616,40.0,3,13,8,294,1,1,0
173,2002,30,13,8.153846153846153,2.0,214.6153846153846,30.0,3,13,8,93,1,1,0
173,2002,60,10,5.3,5.0,258.0,240.0,0,10,5,43,0,0,0
173,2003,10,15,18.6,5.0,176.0,40.0,6,15,11,264,1,3,0
173,2003,30,11,8.727272727272727,3.0,231.8181818181818,60.0,3,11,7,85,0,2,0
173,2003,60,11,4.545454545454546,2.0,212.72727272727272,60.0,2,11,7,39,0,1,1
174,2001,10,58,2.913793103448276,1.0,19.137931034482758,0.0,10,58,56,111,3,4,0
174,2001,30,35,1.7142857142857142,1.0,21.428571428571427,0.0,2,35,33,25,0,1,0
174,2001,60,22,1.3181818181818181,1.0,19.09090909090909,0.0,0,22,20,7,0,0,0
174,2002,10,22,5.590909090909091,2.0,45.90909090909091,10.0,7,22,21,101,2,3,0
174,2002,30,16,2.8125,2.0,54.375,30.0,4,16,15,29,1,3,0
174,2002,60,13,1.9230769230769231,2.0,55.38461538461539,60.0,2,13,12,12,0,1,0
174,2003,10,23,8.0,2.0,70.0,10.0,5,23,21,161,1,3,0
174,2003,30,25,2.68,1.0,50.4,0.0,0,25,23,42,0,0,0
174,2003,60,21,1.6666666666666667,1.0,40.0,0.0,0,21,19,14,0,0,0
175,2001,10,29,13.862068965517242,2.0,128.6206896551724,10.0,13,29,23,373,4,6,1
175,2001,30,19,7.2105263157894735,3.0,186.31578947368422,60.0,8,19,13,118,2,4,0
175,2001,60,13,5.615384615384615,6.0,276.9230769230769,300.0,7,13,7,60,1,3,2
175,2002,10,20,14.95,3.0,139.5,20.0,14,20,16,279,6,8,1
175,2002,30,12,8.75,5.0,232.5,120.0,5,12,8,93,0,3,0
175,2002,60,11,5.0,2.0,240.0,60.0,2,11,7,44,0,1,0
175,2003,10,12,28.666666666666668,19.0,276.6666666666667,180.0,9,12,7,332,1,4,0
175,2003,30,11,10.818181818181818,9.0,294.54545454545456,240.0,2,11,6,108,1,0,0
175,2003,60,13,4.846153846153846,2.0,230.76923076923077,60.0,0,13,8,50,0,0,0
176,2001,10,142,2.3943661971830985,2.0,13.943661971830986,10.0,27,142,136,198,4,10,1
176,2001,30,77,1.4675324675324675,1.0,14.025974025974026,0.0,3,77,71,36,1,1,0
176,2001,60,43,1.3255813953488371,1.0,19.53488372093023,0.0,4,43,37,14,1,1,0
176,2002,10,116,2.4482758620689653,2.0,14.482758620689655,10.0,23,116,111,168,5,8,0
176,2002,30,66,1.4393939393939394,1.0,13.181818181818182,0.0,6,66,61,29,0,3,0
176,2002,60,34,1.3823529411764706,1.0,22.941176470588236,0.0,0,34,29,13,0,0,0
176,2003,10,116,2.7413793103448274,2.0,17.413793103448278,10.0,16,116,110,202,6,3,1
176,2003,30,64,1.65625,1.0,19.6875,0.0,8,64,58,42,3,1,0
176,2003,60,37,1.5945945945945945,1.0,35.67567567567568,0.0,0,37,31,22,0,0,0
177,2001,10,20,10.9,2.0,99.0,10.0,7,20,17,198,2,3,0
177,2001,30,14,5.571428571428571,1.5,137.14285714285714,15.0,6,14,11,64,1,2,0
177,2001,60,10,3.9,1.0,174.0,0.0,0,10,7,29,0,0,0
177,2002,10,16,9.6875,3.0,86.875,20.0,4,16,14,139,1,1,0
177,2002,30,14,3.9285714285714284,1.5,87.85714285714286,15.0,2,14,12,41,1,0,0
177,2002,60,9,3.5555555555555554,2.0,153.33333333333334,60.0,0,9,7,23,0,0,0
177,2003,10,20,11.25,2.5,102.5,15.0,6,20,17,205,1,2,0
177,2003,30,15,5.2,2.0,126.0,30.0,4,15,12,63,2,1,0
177,2003,60,15,2.8,1.0,108.0,0.0,4,15,12,27,0,2,0
178,2001,10,108,2.4444444444444446,2.0,14.444444444444445,10.0,20,108,105,156,7,4,0
178,2001,30,59,1.5423728813559323,1.0,16.271186440677965,0.0,5,59,56,32,1,2,0
178,2001,60,34,1.5,1.0,30.0,0.0,4,34,31,17,2,0,0
178,2002,10,114,2.2719298245614037,2.0,12.719298245614034,10.0,20,114,110,145,5,7,0
178,2002,30,63,1.4761904761904763,1.0,14.285714285714286,0.0,10,63,59,30,2,4,0
178,2002,60,34,1.4411764705882353,1.0,26.470588235294116,0.0,0,34,30,15,0,0,0
178,2003,10,87,2.1264367816091956,2.0,11.264367816091953,10.0,10,87,84,98,2,3,0
178,2003,30,47,1.3829787234042554,1.0,11.48936170212766,0.0,0,47,44,18,0,0,0
178,2003,60,32,1.09375,1.0,5.625,0.0,0,32,29,3,0,0,0
179,2001,10,22,5.0,1.5,40.0,5.0,4,22,21,88,2,2,0
179,2001,30,18,2.2777777777777777,1.0,38.333333333333336,0.0,2,18,17,23,1,0,0
179,2001,60,10,2.1,1.0,66.0,0.0,2,10,9,11,0,1,0
179,2002,10,39,4.0,1.0,30.0,0.0,4,39,38,117,0,2,0
179,2002,30,25,2.24,1.0,37.2,0.0,0,25,24,31,0,0,0
179,2002,60,15,2.0,2.0,60.0,60.0,0,15,14,15,0,0,0
179,2003,10,34,5.0588235294117645,2.0,40.588235294117645,10.0,2,34,32,138,1,0,0
179,2003,30,26,2.3846153846153846,1.0,41.53846153846154,0.0,2,26,24,36,1,0,0
179,2003,60,19,1.736842105263158,1.0,44.21052631578947,0.0,2,19,17,14,0,1,0
180,2001,10,122,2.5491803278688523,2.0,15.491803278688524,10.0,35,122,117,189,7,12,2
180,2001,30,75,1.4933333333333334,1.0,14.8,0.0,8,75,70,37,1,2,1
180,2001,60,38,1.5263157894736843,1.0,31.57894736842105,0.0,4,38,33,20,1,1,0
180,2002,10,112,3.017857142857143,2.0,20.178571428571427,10.0,37,112,105,226,9,11,2
180,2002,30,81,1.3950617283950617,1.0,11.851851851851851,0.0,4,81,74,32,1,1,0
180,2002,60,38,1.394736842105263,1.0,23.68421052631579,0.0,2,38,31,15,1,0,0
180,2003,10,111,2.900900900900901,2.0,19.00900900900901,10.0,23,111,104,211,5,11,1
180,2003,30,70,1.5571428571428572,1.0,16.714285714285715,0.0,6,70,63,39,2,1,0
180,2003,60,47,1.2127659574468086,1.0,12.76595744680851,0.0,6,47,40,10,1,2,0
181,2001,10,19,9.368421052631579,2.0,83.6842105263158,10.0,2,19,17,159,1,0,0
181,2001,30,11,5.545454545454546,2.0,136.36363636363637,30.0,0,11,9,50,0,0,0
181,2001,60,8,4.0,2.0,180.0,60.0,0,8,6,24,0,0,0
181,2002,10,16,16.1875,2.0,151.875,10.0,4,16,12,243,0,2,0
181,2002,30,12,7.75,1.0,202.5,0.0,2,12,8,81,0,1,0
181,2002,60,14,3.5714285714285716,1.0,154.28571428571428,0.0,0,14,10,36,0,0,0
181,2003,10,10,20.3,7.0,193.0,60.0,2,10,7,193,0,1,0
181,2003,30,10,7.0,2.5,180.0,45.0,2,10,7,60,0,1,0
181,2003,60,12,3.1666666666666665,1.0,130.0,0.0,0,12,9,26,0,0,0
182,2001,10,24,6.541666666666667,3.5,55.416666666666664,25.0,8,24,23,133,4,0,0
182,2001,30,17,3.0588235294117645,1.0,61.76470588235294,0.0,0,17,16,35,0,0,0
182,2001,60,19,1.5263157894736843,1.0,31.57894736842105,0.0,0,19,18,10,0,0,0
182,2002,10,34,6.852941176470588,2.0,58.529411764705884,10.0,9,34,32,199,2,4,0
182,2002,30,21,3.857142857142857,2.0,85.71428571428571,30.0,3,21,19,60,1,1,0
182,2002,60,18,2.388888888888889,1.5,83.33333333333333,30.0,2,18,16,25,0,1,0
182,2003,10,37,4.837837837837838,3.0,38.37837837837838,20.0,11,37,34,142,2,6,0
182,2003,30,30,2.1666666666666665,1.5,35.0,15.0,2,30,27,35,0,1,0
182,2003,60,22,1.4545454545454546,1.0,27.272727272727273,0.0,0,22,19,10,0,0,0
183,2001,10,18,7.722222222222222,1.5,67.22222222222223,5.0,5,18,17,121,2,1,0
183,2001,30,12,4.333333333333333,2.0,100.0,30.0,2,12,11,40,0,1,0
183,2001,60,7,3.857142857142857,2.0,171.42857142857142,60.0,0,7,6,20,0,0,0
183,2002,10,9,18.666666666666668,3.0,176.66666666666666,20.0,5,9,7,159,0,3,0
183,2002,30,6,9.666666666666666,7.0,260.0,180.0,3,6,4,52,0,2,0
183,2002,60,9,3.4444444444444446,3.0,146.66666666666666,120.0,0,9,7,22,0,0,0
183,2003,10,17,14.0,2.0,130.0,10.0,3,17,15,221,0,2,0
183,2003,30,14,5.785714285714286,1.0,143.57142857142858,0.0,4,14,12,67,0,2,0
183,2003,60,12,3.5833333333333335,1.0,155.0,0.0,0,12,10,31,0,0,0
184,2001,10,104,2.923076923076923,2.0,19.23076923076923,10.0,22,104,98,200,3,9,2
184,2001,30,66,1.4848484848484849,1.0,14.545454545454545,0.0,2,66,60,32,1,0,0
184,2001,60,37,1.4054054054054055,1.0,24.324324324324323,0.0,0,37,31,15,0,0,0
184,2002,10,127,2.2440944881889764,2.0,12.440944881889763,10.0,28,127,121,158,11,6,2
184,2002,30,69,1.3768115942028984,1.0,11.304347826086957,0.0,4,69,63,26,0,2,0
184,2002,60,39,1.2820512820512822,1.0,16.923076923076923,0.0,4,39,33,11,2,0,0
184,2003,10,117,2.5213675213675213,2.0,15.213675213675213,10.0,24,117,113,178,5,9,0
184,2003,30,71,1.4507042253521127,1.0,13.52112676056338,0.0,6,71,67,32,2,1,0
184,2003,60,41,1.2439024390243902,1.0,14.634146341463415,0.0,0,41,37,10,0,0,0
185,2001,10,18,23.88888888888889,8.5,228.88888888888889,75.0,15,18,11,412,7,5,3
185,2001,30,15,9.933333333333334,5.0,268.0,120.0,9,15,8,134,3,2,2
185,2001,60,15,5.133333333333334,1.0,248.0,0.0,4,15,8,62,0,1,2
