law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,mean_abs_circulation,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
12,ON,7001,299,183.80198580803375,95.85298108944998,116.96909244274067,45.61266845619909,63.13331101923138,0.6147223605619858,0.3205785320717391,0.6794214679282612,0.5752759458317274,4,0,False,273,1,1.901098901098901,9,261,273,8,16,3
12,ON,7002,359,222.379678591823,116.35516107824051,142.05924724408433,54.888683615632324,75.92407115557096,0.619442001648532,0.32410908378339975,0.6758909162166004,0.5637285698696862,5,0,False,227,4,2.1233480176211454,13,209,227,9,10,3
12,ON,7003,318,194.40562120293285,107.3300702348507,123.62326401875914,53.10374492238768,70.45306019324025,0.6113384314557637,0.3375159441347506,0.6624840558652496,0.5153145057936428,6,0,False,246,2,2.0040650406504064,9,234,246,6,11,3
13,OFF,7001,687,536.9848396604365,487.59596180925945,430.5855357316724,384.20014068952304,397.2641666446794,0.7816373211942307,0.7097466693002321,0.2902533306997672,0.12864663945530594,3,0,False,119,17,3.8487394957983194,41,107,119,13,12,11
13,OFF,7002,894,719.7777583771352,675.2317964646298,591.0177247550881,560.0047919798598,560.9833509698985,0.8051205350974667,0.7552928372087582,0.24470716279124244,0.0896878211011721,8,0,False,107,14,4.654205607476635,61,95,107,6,14,3
13,OFF,7003,959,763.528164098793,685.4743302042385,620.4820544839246,551.9229141274071,566.9839256809337,0.7961711825847685,0.7147803234663592,0.28521967653363883,0.10699736186828565,28,0,False,105,22,5.0285714285714285,38,96,105,13,19,1
13,ON,7001,262,154.53827986596494,85.56312485398912,94.78153156993545,39.18629336577595,53.490820264088384,0.5898407628471944,0.3265768124198058,0.6734231875801945,0.5964824477011244,1,0,False,254,1,1.8228346456692914,8,239,254,15,6,1
13,ON,7002,273,170.4971609048149,87.43784562270753,110.0355545213178,42.838410961974624,58.21042005319604,0.6245317249260619,0.32028514880112646,0.6797148511988738,0.5346759071132066,2,0,False,296,0,1.7364864864864864,7,272,296,14,13,3
13,ON,7003,382,240.14850770304713,115.64982055585425,155.71232658529092,51.83483891032749,76.35452557078685,0.6286610149294427,0.3027482213504038,0.6972517786495964,0.4887359650102267,8,0,False,247,6,2.0931174089068825,11,223,247,7,7,2
14,OFF,7001,535,417.25305881943103,270.1861538099465,330.3172830073885,176.05072208365604,218.9116458059654,0.7799122594755721,0.5050208482428907,0.49497915175710944,0.14956014147291374,80,0,False,192,10,2.6302083333333335,27,180,192,18,10,3
14,OFF,7002,410,317.81700930217744,224.07235349488116,251.3860814017461,149.44897686049893,181.28030864811876,0.775163437322384,0.5465179353533687,0.4534820646466314,0.14059178510932607,39,0,False,201,8,2.3383084577114426,13,183,201,13,9,1
14,OFF,7003,399,303.3385789331291,207.661492502136,236.91250449724515,135.52320787421027,166.10906683521088,0.760247064995311,0.5204548684264061,0.4795451315735945,0.1529186474545768,40,0,False,203,8,2.270935960591133,16,182,203,12,8,3
14,ON,7001,339,208.86771302672807,103.0643184246059,133.26530282076217,48.00637442965615,67.97921874086528,0.6161289469814988,0.30402453812568114,0.6959754618743191,0.5743559110560632,6,0,False,267,4,1.9400749063670413,9,243,267,14,12,3
14,ON,7002,329,205.3726420593982,105.78861296886426,132.50836668283668,50.34327600692489,70.48928395212498,0.6242329545878365,0.32154593607557524,0.6784540639244251,0.5381169841957028,3,0,False,258,2,2.0271317829457365,10,240,258,9,4,1
14,ON,7003,384,234.59679732793276,110.85801870099245,148.28314176248932,50.18990060712816,72.30980086384784,0.6109291597081582,0.2886927570338345,0.7113072429661657,0.5795614906679314,3,0,False,263,6,1.9923954372623573,14,245,263,9,10,2
15,OFF,7001,1033,898.9498814140757,932.2870002632392,789.7126531907033,865.8692686072935,820.1875506938461,0.8702322182130452,0.9025043564987795,0.09749564350122104,0.053105581568558546,13,2,True,34,16,12.588235294117647,61,25,34,1,7,0
15,OFF,7002,1513,1349.3110121901223,1389.2345116433228,1211.1922199664643,1309.2820679941703,1248.9637596766547,0.8918116405750973,0.9181986197246019,0.08180138027539496,0.036165595455707904,15,0,False,26,21,22.53846153846154,61,14,26,5,14,0
15,OFF,7003,992,874.0474644196404,916.0883334081065,778.5876376597729,862.7743743355048,815.6304857519416,0.8810962342939923,0.9234761425484944,0.07652385745150635,0.03767448582980106,2,0,False,29,14,13.862068965517242,61,20,29,2,6,1
