M256,block,checkpoint,law,quantum,rho_observed_next_window,rho_probe_slope8,saturation_mass_added,size,src_bound_fraction_next_window
159.8151243742041,LAW_29_L24_S930007,1296,LAW_29,1.9976890546775512,0.00793434265915366,0.06780532164200478,10.10176302135916,24,
159.8151243742041,LAW_29_L24_S930007,2320,LAW_29,1.9976890546775512,,0.0811626135137589,23.461243526529813,24,
159.14972354876818,LAW_29_L24_S930008,272,LAW_29,1.9893715443596023,0.059599333574900375,0.10166634104326744,26.173426769221376,24,
159.14972354876818,LAW_29_L24_S930008,1296,LAW_29,1.9893715443596023,0.0057240528663904736,0.07325825665816746,13.266492495359026,24,
159.14972354876818,LAW_29_L24_S930008,2320,LAW_29,1.9893715443596023,,0.08420533588861559,27.18225440659463,24,
286.4639987439929,LAW_29_L32_S930000,272,LAW_29,3.5807999842999108,0.09939768441915166,0.13194910098338494,40.720609487660006,32,
286.4639987439929,LAW_29_L32_S930000,1296,LAW_29,3.5807999842999108,0.027031969824260968,0.08508349477274871,0.0,32,
286.4639987439929,LAW_29_L32_S930000,2320,LAW_29,3.5807999842999108,,0.0904213337776299,22.13210302834473,32,
284.766391511772,LAW_29_L32_S930001,272,LAW_29,3.55957989389715,0.09346371252703788,0.13816608253112128,41.36587132122788,32,
284.766391511772,LAW_29_L32_S930001,1296,LAW_29,3.55957989389715,0.042812397280245745,0.06624298358034025,0.0,32,
284.766391511772,LAW_29_L32_S930001,2320,LAW_29,3.55957989389715,,0.08824293902009736,15.561921332171716,32,
282.58932824775206,LAW_29_L32_S930002,272,LAW_29,3.532366603096901,0.10203799249104852,0.13159169728798026,42.02671772356288,32,
282.58932824775206,LAW_29_L32_S930002,1296,LAW_29,3.532366603096901,0.01861581674898298,0.08863139792995198,1.394350734159347,32,
282.58932824775206,LAW_29_L32_S930002,2320,LAW_29,3.532366603096901,,0.09441117544416133,24.217202935724632,32,
287.88568569622305,LAW_29_L32_S930003,272,LAW_29,3.5985710712027883,0.09222828108869267,0.13001273193552404,39.9648891691715,32,
287.88568569622305,LAW_29_L32_S930003,1296,LAW_29,3.5985710712027883,0.040638947301536416,0.06407499537468161,0.0,32,
287.88568569622305,LAW_29_L32_S930003,2320,LAW_29,3.5985710712027883,,0.08483191339186916,17.170056881130364,32,
286.8783073005871,LAW_29_L32_S930004,272,LAW_29,3.585978841257339,0.10121977455246213,0.12946244828537204,42.38565708086193,32,
286.8783073005871,LAW_29_L32_S930004,1296,LAW_29,3.585978841257339,0.02259978605382941,0.08743917494943038,0.0,32,
