world,point,seed,split,stop,kY,muY,steps,first_birth,n_births,extinct,first_S,first_P,n_S_episodes,max_S_duration,integrity_ok,median_separation_during_S,dur_ok_T_50,noP_ok_T_50,resp_ok_T_50,event_step_T_50,weak_centre_X_ratio_T_50,P_before_event_T_50,newer_centre_is_weaker_T_50,joint_timing_T_50,PRIMARY_SUCCESS_T_50,dur_ok_T_primary,noP_ok_T_primary,resp_ok_T_primary,event_step_T_primary,weak_centre_X_ratio_T_primary,P_before_event_T_primary,newer_centre_is_weaker_T_primary,joint_timing_T_primary,PRIMARY_SUCCESS_T_primary,dur_ok_T_80,noP_ok_T_80,resp_ok_T_80,event_step_T_80,weak_centre_X_ratio_T_80,P_before_event_T_80,newer_centre_is_weaker_T_80,joint_timing_T_80,PRIMARY_SUCCESS_T_80,dur_ok_T_90,noP_ok_T_90,resp_ok_T_90,event_step_T_90,weak_centre_X_ratio_T_90,P_before_event_T_90,newer_centre_is_weaker_T_90,joint_timing_T_90,PRIMARY_SUCCESS_T_90,PRIMARY_SUCCESS
F_B1_i000_s957445270,B1,957445270,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3376,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i001_s970004366,B1,970004366,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1860,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i002_s988988689,B1,988988689,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,5313,1,False,5530,-1,2,759,True,13.0,True,True,True,5706,0.8607594936708861,False,,True,True,True,True,True,5783,0.6666666666666666,False,,True,True,True,True,True,5935,1.0,False,,True,True,True,True,False,6108,0.7789473684210526,False,,True,False,True
F_B1_i003_s961814942,B1,961814942,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3074,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i004_s946152229,B1,946152229,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,10860,6736,2,False,6872,10859,1,3987,True,15.264337522473747,True,True,True,7044,0.6914893617021277,False,,True,True,True,True,True,7121,0.6931818181818182,False,,True,True,True,True,False,7273,0.6707317073170732,False,,True,False,True,True,False,7446,0.78125,False,,True,False,True
F_B1_i005_s943967510,B1,943967510,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,4162,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i006_s979089558,B1,979089558,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,881,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i007_s968316868,B1,968316868,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,2917,2359,2,False,2434,2916,1,482,True,12.103559819694368,True,True,True,2606,0.825,False,,True,True,True,True,True,2683,0.8241758241758241,False,,True,True,True,True,False,2835,0.4943820224719101,False,,True,False,False,False,False,-1,,,,False,False,True
F_B1_i008_s945930282,B1,945930282,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,9990,1906,1,True,2119,-1,11,594,True,10.816653826391969,True,True,True,2291,0.987012987012987,False,,True,True,True,True,True,2368,0.9302325581395349,False,,True,True,True,True,True,2927,0.8734177215189873,False,,True,True,True,True,False,3100,0.7191011235955056,False,,True,False,True
F_B1_i009_s973611054,B1,973611054,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,84,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i010_s962643173,B1,962643173,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1707,2,False,1806,-1,2,6693,True,16.401219466856727,True,True,True,1987,0.5,False,,True,True,True,True,True,2064,0.6494845360824743,False,,True,True,True,True,True,2216,0.9775280898876404,False,,True,True,True,True,True,2389,0.9666666666666667,False,,True,True,True
F_B1_i011_s989617139,B1,989617139,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,9353,6470,2,False,6713,9352,8,871,True,8.54400374531753,True,True,True,6885,0.6759259259259259,False,,True,True,True,True,True,7658,0.8461538461538461,False,,True,True,True,True,True,7810,0.8266666666666667,False,,True,True,True,True,False,7983,0.8817204301075269,False,,True,False,True
F_B1_i012_s952784215,B1,952784215,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i013_s972203375,B1,972203375,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,7593,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i014_s966437242,B1,966437242,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,6722,3067,2,False,3639,6721,4,1988,True,12.0,True,True,True,3811,0.5061728395061729,False,,True,True,True,True,True,3888,0.863013698630137,False,,True,True,True,True,True,4040,0.7954545454545454,False,,True,True,True,True,True,4213,0.9156626506024096,False,,True,True,True
F_B1_i015_s943319643,B1,943319643,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,328,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i016_s953332908,B1,953332908,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i017_s970194330,B1,970194330,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,829,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i018_s950676749,B1,950676749,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8589,6216,1,True,6357,-1,11,832,True,11.180339887498949,True,True,True,7145,0.7804878048780488,False,,True,True,True,True,True,7222,0.9583333333333334,False,,True,True,True,True,True,7374,0.8260869565217391,False,,True,True,True,True,True,7547,0.9146341463414634,False,,True,True,True
F_B1_i019_s966013278,B1,966013278,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1576,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i020_s977709568,B1,977709568,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,5301,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i021_s978508517,B1,978508517,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,8023,2797,3,False,3143,8022,15,1736,True,14.035668847618199,True,True,True,3439,0.5975609756097561,False,,True,True,True,True,True,3516,0.1,False,,True,True,True,True,False,3668,0.6712328767123288,False,,True,False,True,True,False,3841,0.8554216867469879,False,,True,False,True
F_B1_i022_s947486150,B1,947486150,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1837,1,False,2075,-1,8,1001,True,9.219544457292887,True,True,True,2259,0.6296296296296297,False,,True,True,True,True,True,2336,0.9263157894736842,False,,True,True,True,True,True,2488,0.883495145631068,False,,True,True,True,True,False,2661,0.8061224489795918,False,,True,False,True
F_B1_i023_s974354895,B1,974354895,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,9774,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i024_s956793881,B1,956793881,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1526,1,False,1751,-1,15,4728,True,15.811388300841896,True,True,True,1932,0.7843137254901961,False,,True,True,True,True,False,2009,0.5851063829787234,False,,True,False,True,True,False,2520,0.6372549019607843,False,,True,False,True,True,True,2693,0.8333333333333334,False,,True,True,False
F_B1_i025_s948462578,B1,948462578,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,2428,1581,2,False,1761,2427,2,657,True,9.0,True,True,True,1942,0.6116504854368932,False,,True,True,True,True,True,2019,0.8210526315789474,False,,True,True,True,True,True,2171,0.872093023255814,False,,True,True,True,True,False,2344,0.5789473684210527,False,,True,False,True
F_B1_i026_s986941919,B1,986941919,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1768,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i027_s960671594,B1,960671594,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,214,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i028_s988179390,B1,988179390,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,2950,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i029_s968603642,B1,968603642,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,8701,83,2,False,138,8700,9,6623,True,15.811388300841896,True,True,True,578,0.8095238095238095,False,,True,True,True,True,True,655,0.9863013698630136,False,,True,True,True,True,False,807,0.3670886075949367,False,,True,False,True,True,True,980,0.7922077922077922,False,,True,True,True
F_B1_i030_s969919680,B1,969919680,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i031_s969526996,B1,969526996,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3976,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i032_s962016646,B1,962016646,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,3694,2568,2,False,2717,3693,3,608,True,10.44030650891055,True,True,True,3257,0.7735849056603774,False,,True,True,True,True,True,3334,0.9897959183673469,False,,True,True,True,True,True,3486,0.9054054054054054,False,,True,True,True,True,False,3659,0.7478991596638656,False,,True,False,True
F_B1_i033_s946812865,B1,946812865,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i034_s953392366,B1,953392366,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,8298,1,False,8404,-1,3,2561,True,14.317821063276353,True,True,True,8611,0.8850574712643678,False,,True,True,True,True,True,8688,0.9081632653061225,False,,True,True,True,True,False,8840,0.691358024691358,False,,True,False,True,True,True,9013,0.9076923076923077,False,,True,True,True
F_B1_i035_s967193487,B1,967193487,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,7261,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i036_s973479703,B1,973479703,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,4521,1,False,4689,-1,41,1243,True,9.055385138137417,True,True,True,5267,0.75,False,,True,True,True,True,True,5344,0.782608695652174,False,,True,True,True,True,True,5496,0.9318181818181818,False,,True,True,True,True,False,5669,0.7604166666666666,False,,True,False,True
F_B1_i037_s978440800,B1,978440800,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,653,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i038_s946686142,B1,946686142,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8998,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i039_s951894761,B1,951894761,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1400,1,False,1465,-1,2,6765,True,16.76305461424021,True,True,True,1708,0.6947368421052632,False,,True,True,True,True,True,1785,1.0,False,,True,True,True,True,False,1937,0.6086956521739131,False,,True,False,True,True,False,2110,0.6582278481012658,False,,True,False,True
F_B1_i040_s968090434,B1,968090434,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,6596,5379,2,False,5784,6595,5,233,True,7.280109889280518,True,True,True,5966,0.9487179487179487,False,,True,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i041_s963936993,B1,963936993,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,5294,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i042_s969926790,B1,969926790,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1838,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i043_s984288330,B1,984288330,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,4336,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i044_s983372424,B1,983372424,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,2891,2412,2,False,2756,2890,6,47,True,6.4031242374328485,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i045_s950338079,B1,950338079,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i046_s980048187,B1,980048187,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,5562,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i047_s977830424,B1,977830424,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i048_s979215862,B1,979215862,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,5462,1282,2,False,1464,5461,22,1833,True,10.44030650891055,True,True,True,2035,0.7032967032967034,False,,True,True,True,True,True,2112,0.8505747126436781,False,,True,True,True,True,True,2264,1.0,False,,True,True,True,True,False,2437,0.7311827956989247,False,,True,False,True
F_B1_i049_s964951386,B1,964951386,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,2705,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i050_s978576820,B1,978576820,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3586,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i051_s974634142,B1,974634142,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8206,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i052_s975584860,B1,975584860,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,5560,1,False,5706,-1,2,952,True,9.055385138137417,True,True,True,5950,0.8823529411764706,False,,True,True,True,True,True,6027,0.7684210526315789,False,,True,True,True,True,False,6179,0.75,False,,True,False,True,True,False,6352,0.8333333333333334,False,,True,False,True
F_B1_i053_s949711709,B1,949711709,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,7530,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i054_s958177789,B1,958177789,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1914,1,False,2075,-1,17,995,True,8.602325267042627,True,True,True,2320,0.9577464788732394,False,,True,True,True,True,True,2397,0.9130434782608695,False,,True,True,True,True,True,2549,0.958904109589041,False,,True,True,True,True,False,2722,0.8404255319148937,False,,True,False,True
F_B1_i055_s975909813,B1,975909813,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,233,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i056_s952516722,B1,952516722,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,8017,1,False,8039,-1,11,2599,True,18.439088914585774,True,True,True,8573,0.8314606741573034,False,,True,True,True,True,False,8650,0.4155844155844156,False,,True,False,True,True,False,8802,0.5903614457831325,False,,True,False,True,True,False,8975,0.6699029126213593,False,,True,False,False
F_B1_i057_s986099531,B1,986099531,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i058_s961537578,B1,961537578,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i059_s987956295,B1,987956295,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,4735,1435,1,True,1457,-1,11,222,True,6.4031242374328485,True,True,False,1745,0.3786407766990291,False,,True,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i060_s971745868,B1,971745868,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8010,3432,1,True,3652,-1,9,3026,True,16.0312195418814,True,True,True,4217,0.8809523809523809,False,,True,True,True,True,True,4294,0.725,False,,True,True,True,True,True,4446,0.8846153846153846,False,,True,True,True,True,False,4619,0.8405797101449275,False,,True,False,True
F_B1_i061_s970706015,B1,970706015,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,364,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i062_s949689767,B1,949689767,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,329,1,False,355,-1,28,5375,True,14.212670403551895,True,True,True,875,1.0,False,,True,True,True,True,True,952,0.9879518072289156,False,,True,True,True,True,True,1104,0.8941176470588236,False,,True,True,True,True,False,1835,0.4788732394366197,False,,True,False,True
F_B1_i063_s957115157,B1,957115157,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1560,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i064_s983477522,B1,983477522,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,5526,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i065_s974318172,B1,974318172,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,6788,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i066_s966708531,B1,966708531,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i067_s989764175,B1,989764175,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,563,1,False,658,-1,43,2643,True,10.63014581273465,True,True,True,1824,0.19658119658119658,False,,True,True,True,True,True,1901,0.4666666666666667,False,,True,True,True,True,True,2053,0.49504950495049505,False,,True,True,True,True,True,2226,0.9882352941176471,False,,True,True,True
F_B1_i068_s972977211,B1,972977211,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1326,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i069_s972544349,B1,972544349,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,5240,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i070_s953642056,B1,953642056,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3437,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i071_s965276389,B1,965276389,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,2178,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i072_s988294562,B1,988294562,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i073_s960739485,B1,960739485,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,8612,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i074_s987574137,B1,987574137,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,10430,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i075_s949609438,B1,949609438,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i076_s974443890,B1,974443890,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,6934,2243,1,True,2302,-1,5,4448,True,12.529964086141668,True,True,True,2601,0.7608695652173914,False,,True,True,True,True,True,2678,0.9375,False,,True,True,True,True,False,2830,0.45098039215686275,False,,True,False,True,True,True,3003,0.9682539682539683,False,,True,True,True
F_B1_i077_s980931069,B1,980931069,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,2169,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i078_s957883305,B1,957883305,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1674,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i079_s951035514,B1,951035514,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,390,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
