L,M256,Q,arm,axis,coast_survival,directional_transit_mass,egress_gate_met,first_failure_time,first_failure_type,flux_deficit,fresh_at_first_checkpoint,fresh_fraction_1536,fresh_fraction_2048,gate,ingress_gate_met,initial_residual_1536,initial_residual_2048,joint_capture_success,lattice_balance_error,n_events,q_per_event,realized_sink_removal,realized_source_injection,seed,survival_1536,survival_2048,t0_sha256,t256_checkpoint_sha256,t256_status,total_system_balance_error,unique_fresh_ingress,unique_initial_egress
24,166.09525011322444,8.304762505661222,COUPLED_D1_BURST_LOW,+x,True,2.09552875783012e-09,True,,NONE,6.661338147750939e-16,0.0,0.004196213820156241,0.00381327374104242,6.643810004528977,False,0.8413552458802379,0.810277359067635,False,1.6609525011322444,5,1.6609525011322444,8.304762505661222,1.382616258756988,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,0.0,1.2963022365777388,6.763515909161926
24,166.09525011322444,16.609525011322443,COUPLED_D1_PULSE_MID,+x,True,3.6868125157789704e-08,True,,NONE,0.0,0.0,0.002289824307250959,0.0023835467638010015,13.287620009057955,False,0.7697780650115907,0.7510769337565507,False,0.8304762505661222,20,0.8304762505661222,16.60952501132244,0.8304762505661222,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,2.842170943040401e-14,0.6306923561984824,14.191014358842072
24,166.09525011322444,16.609525011322443,COUPLED_D1_SMOOTH_MID,+x,True,3.841591202142267e-09,True,,NONE,0.0,0.0,0.0006096644802339725,0.0006117286309784872,13.287620009057955,False,0.7517765866361015,0.7479923705876754,False,0.20761906264153054,80,0.20761906264153054,16.609525011322436,0.20761906264153054,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,2.842170943040401e-14,0.1941745297817552,14.619984849599058
24,166.09525011322444,24.914287516983666,COUPLED_D1_PULSE_HIGH,+x,True,3.200973054352632e-09,True,,NONE,0.0,0.0,0.003685083174173766,0.003933544320459608,19.931430013586933,False,0.6932318254733025,0.6715996071023628,False,1.2457143758491833,20,1.2457143758491833,24.914287516983656,1.2457143758491833,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,5.684341886080802e-14,1.1252249806398995,22.76043232835258
24,165.35459538784716,8.267729769392359,SHAM,-x,True,0.0,False,,NONE,8.267729769392373,0.0,0.0,0.0,6.614183815513887,False,0.8802914496518438,0.8602000420459086,False,0.0,80,0.10334662211740449,0.0,0.0,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,5.684341886080802e-14,0.0,0.0
24,165.35459538784716,8.267729769392359,COUPLED_D2_SMOOTH_LOW,-x,True,0.00016723645366357767,True,,NONE,0.0,6.104415018766677e-05,0.017104377475662333,0.018990838260220168,6.614183815513887,False,0.8391898855408748,0.8323315348957107,False,0.10334662211740449,80,0.10334662211740449,8.267729769392373,7.647650036687944,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,5.684341886080802e-14,3.1330778818667167,6.915536305318455
24,165.35459538784716,8.267729769392359,COUPLED_D1_SMOOTH_LOW,-x,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,6.614183815513887,False,0.8111354119560484,0.8043848994937707,False,0.10334662211740449,80,0.10334662211740449,8.267729769392373,0.0,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,0.0,0.0,6.915635515840576
24,165.35459538784716,8.267729769392359,COUPLED_D1_PULSE_LOW,-x,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,6.614183815513887,False,0.8246468001806312,0.8021049394479299,False,0.41338648846961795,20,0.41338648846961795,8.267729769392357,0.0,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,2.842170943040401e-14,0.0,6.619773508784378
24,165.35459538784716,8.267729769392359,COUPLED_D1_BURST_LOW,-x,True,0.0,True,,NONE,6.661338147750939e-16,0.0,0.0,0.0,6.614183815513887,False,0.8324628086562771,0.7994587596795666,False,1.653545953878472,5,1.6535459538784718,8.267729769392359,0.0,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,2.842170943040401e-14,0.0,6.709073094932534
24,165.35459538784716,16.535459538784718,COUPLED_D1_PULSE_MID,-x,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,13.228367631027774,False,0.7598977117635994,0.733950130126338,False,0.8267729769392359,20,0.8267729769392359,16.535459538784714,0.0,960005,True,True,3a1256cbf716a5654ad3741fcfb941212ba12938c4e5edd89c0ef8aa7e175c26,0daae28657c7ddce534ba65c8c19a5e011d2369fe71d3d70c4ebf14312a427b0,T256_VALID_TRACK,5.684341886080802e-14,0.0,14.44088468765105
